,oversampling_ratio,step_size,repeat0,repeat1,repeat2,repeat3,repeat4,repeat5,repeat6,repeat7,repeat8,repeat9,repeat10,repeat11,repeat12,repeat13,repeat14,repeat15,repeat16,repeat17,repeat18,repeat19,repeat20,repeat21,repeat22,repeat23,repeat24,repeat25,repeat26,repeat27,repeat28,repeat29,repeat30,repeat31,repeat32,repeat33,repeat34,repeat35,repeat36,repeat37,repeat38,repeat39,repeat40,repeat41,repeat42,repeat43,repeat44,repeat45,repeat46,repeat47,repeat48,repeat49,repeat50,repeat51,repeat52,repeat53,repeat54,repeat55,repeat56,repeat57,repeat58,repeat59,repeat60,repeat61,repeat62,repeat63,repeat64,repeat65,repeat66,repeat67,repeat68,repeat69,repeat70,repeat71,repeat72,repeat73,repeat74,repeat75,repeat76,repeat77,repeat78,repeat79,repeat80,repeat81,repeat82,repeat83,repeat84,repeat85,repeat86,repeat87,repeat88,repeat89,repeat90,repeat91,repeat92,repeat93,repeat94,repeat95,repeat96,repeat97,repeat98,repeat99
0,0.1,0.01,0.03182407468557358,0.01393069513142109,0.027591045945882797,0.019101038575172424,0.022507309913635254,0.019116558134555817,0.012262355536222458,0.003284902311861515,0.03285719454288483,0.00887181144207716,0.00441610487177968,0.004392334260046482,0.019581180065870285,0.010843459516763687,0.007795036770403385,0.00556468591094017,0.006158107426017523,0.026532001793384552,0.014996147714555264,0.005015271715819836,0.026236576959490776,0.008019096218049526,0.007025216240435839,0.024818450212478638,0.005182058550417423,0.01862405613064766,0.02262556180357933,0.014782297424972057,0.023512063547968864,0.03342768922448158,0.026334986090660095,0.016034094616770744,0.017699331045150757,0.017337817698717117,0.01335441879928112,0.024351274594664574,0.020148392766714096,0.022423185408115387,0.009701930917799473,0.006470666266977787,0.04342281073331833,0.010329156182706356,0.0247042179107666,0.01702093333005905,0.016307201236486435,0.028882157057523727,,0.016749080270528793,0.009820585139095783,0.012358020059764385,0.008910254575312138,0.011335963383316994,0.020590290427207947,,0.010991155169904232,0.0194105114787817,0.008398252539336681,0.03308901563286781,0.0021519253496080637,0.023877441883087158,0.010002830065786839,0.0010600208770483732,0.02725268341600895,0.03216107189655304,0.01156085729598999,0.018006443977355957,0.02426619455218315,0.023701807484030724,0.02294919267296791,0.003412887454032898,0.011046897619962692,0.020496347919106483,0.005629632622003555,0.0074053481221199036,0.02111070044338703,0.027173327282071114,0.005743916612118483,0.03710060939192772,0.0071783848106861115,0.014495651237666607,0.024583231657743454,0.016196906566619873,0.010896687395870686,0.001961656380444765,0.033036693930625916,0.0055260732769966125,0.008649380877614021,0.0036629359237849712,0.025902297347784042,0.017819996923208237,0.006470187101513147,0.022065456956624985,0.015815047547221184,0.011941728182137012,0.01314391940832138,0.022393658757209778,0.025484547019004822,0.02138952910900116,0.013729381375014782,0.021081823855638504
1,0.2,0.01,0.02278914302587509,0.03448638319969177,0.02223784662783146,0.014599348418414593,0.010594918392598629,0.014810385182499886,0.00462050037458539,0.008192857727408409,0.012149997055530548,0.0021463632583618164,0.009068685583770275,0.009769203141331673,0.011390282772481441,0.021367860957980156,0.02520795725286007,0.010743598453700542,0.010366429574787617,0.025117116048932076,0.019000446423888206,0.0040804073214530945,0.013585163280367851,0.009402305819094181,0.015557672828435898,0.01173036452382803,0.027317112311720848,0.005063203629106283,0.021819138899445534,0.020660322159528732,0.005691354162991047,0.021350033581256866,0.01250004954636097,0.004658572841435671,0.018658680841326714,0.007391747552901506,0.004076839424669743,0.026348765939474106,0.018036726862192154,0.016028376296162605,0.00692624319344759,0.002649699803441763,0.02147853374481201,0.020882172510027885,0.01798182912170887,0.011447303928434849,0.013515736907720566,0.0034992194268852472,0.02780195325613022,0.0068557411432266235,0.017152518033981323,0.009499846957623959,0.014499234966933727,0.021764010190963745,0.02023370750248432,0.013712202198803425,0.017988793551921844,0.014391999691724777,0.007942604832351208,0.02802460640668869,0.026721693575382233,0.010626145638525486,0.01825851947069168,0.016336731612682343,0.008902492932975292,0.019658714532852173,0.029865309596061707,0.02201588824391365,0.0077745807357132435,0.0243730116635561,0.017961326986551285,0.009129294194281101,0.02025839313864708,0.011312267743051052,0.032048266381025314,0.007367363199591637,0.011556165292859077,0.020964182913303375,0.023467952385544777,0.025267450138926506,0.013845063745975494,0.025910988450050354,0.012544715777039528,0.01000115554779768,0.015601526014506817,0.009976779110729694,0.01836490072309971,0.01702728681266308,0.021288128569722176,0.015475545078516006,0.011022120714187622,0.021080374717712402,0.01946353167295456,0.011962584219872952,0.02334059216082096,0.005980456713587046,0.010134847834706306,0.0190665815025568,0.016640128567814827,0.01568051241338253,0.01127568632364273,0.0086600286886096
2,0.3,0.01,0.021486589685082436,0.025252873077988625,0.011105726473033428,0.011108817532658577,0.015960045158863068,0.008661697618663311,0.015428953804075718,0.020244555547833443,0.027135204523801804,0.02888212352991104,0.014379388652741909,0.015640197321772575,0.017107361927628517,0.023843934759497643,0.0052401963621377945,0.014306200668215752,0.014760338701307774,0.0039028371684253216,0.019106710329651833,0.008405704982578754,0.01575554348528385,0.02097545564174652,0.020752960816025734,0.026455296203494072,0.022614555433392525,0.01244327425956726,0.0409100167453289,0.005811797920614481,0.021350357681512833,0.01766788959503174,0.013871363364160061,0.01261766254901886,0.010459822602570057,0.010066756047308445,0.017157167196273804,0.017542600631713867,0.007589682936668396,0.02261107601225376,0.008269763551652431,0.017209492623806,0.0029877161141484976,0.010333241894841194,0.01020780485123396,0.008551893755793571,0.030585752800107002,0.011354975402355194,0.013572551310062408,0.01015334203839302,0.020927732810378075,0.018110105767846107,0.0010646095033735037,0.013042333535850048,0.023261060938239098,0.0058701722882688046,0.03683112561702728,0.012666672468185425,0.02438070997595787,0.005161882843822241,0.010890739969909191,0.02450818195939064,0.012791158631443977,0.014005741104483604,0.01496193278580904,0.01862729713320732,0.01995924301445484,0.027635818347334862,0.01277254894375801,0.020996499806642532,0.008806453086435795,0.004427660256624222,0.014733364805579185,0.005318841431289911,0.003995057195425034,0.011949821375310421,0.014308581128716469,0.001686458708718419,0.017910143360495567,0.0002991605142597109,0.006992674898356199,0.013126243837177753,0.008579446002840996,0.023942528292536736,0.022311264649033546,0.030093930661678314,0.011238296516239643,0.01507809478789568,0.007939202710986137,0.01461581327021122,0.022827940061688423,0.03701475262641907,0.025545287877321243,0.018945060670375824,0.01836935058236122,0.01954474300146103,0.014791303314268589,0.009302427992224693,0.014529833570122719,0.02414560690522194,0.0188762154430151,0.006220459938049316
3,0.4,0.01,0.031543273478746414,0.030712474137544632,0.014506119303405285,0.019956210628151894,0.024526597931981087,0.016610361635684967,0.03158232942223549,0.014185047708451748,0.0014748587273061275,0.03997361287474632,0.015155181288719177,0.00955655425786972,0.01976197585463524,0.007872478105127811,0.005116554908454418,0.012468785978853703,0.026334721595048904,0.02529892697930336,0.010055646300315857,0.012180560268461704,0.0019539266359061003,0.028515007346868515,0.011558533646166325,0.02109595015645027,0.016562776640057564,0.021348433569073677,0.0213923342525959,0.019574463367462158,0.008020319975912571,0.011867808178067207,0.01091089565306902,0.004869469441473484,0.011330047622323036,0.02538776583969593,0.0129682132974267,0.01970643736422062,0.01982342079281807,0.013819335028529167,0.01059785671532154,0.02021772414445877,0.009045633487403393,0.011671062558889389,0.018339332193136215,0.02912505902349949,0.011502033099532127,0.020477019250392914,0.013226554729044437,0.023389562964439392,0.016239719465374947,0.014432821422815323,0.006850887089967728,0.019052227959036827,0.009437902830541134,0.010507244616746902,0.017577851191163063,0.018148601055145264,0.032031264156103134,0.020185915753245354,0.017193742096424103,0.011688443832099438,0.03593958169221878,0.006584997288882732,0.00638893898576498,0.017431076616048813,0.0011060329852625728,0.02014678530395031,0.004128423519432545,0.0031313947401940823,0.01702270470559597,0.013315613381564617,0.012450898066163063,0.013357982970774174,0.02867940440773964,0.008465679362416267,0.025612005963921547,0.017288245260715485,0.033232055604457855,0.008577562868595123,0.018089670687913895,0.01933518797159195,0.02072766423225403,0.007907782681286335,0.020688215270638466,0.018582038581371307,0.0005858219810761511,0.01879948377609253,0.02356385439634323,0.0183195099234581,0.02186707779765129,0.01436525210738182,0.009471175260841846,0.026624495163559914,0.00921610277146101,0.01743134669959545,0.014985165558755398,0.004792588762938976,0.006011682562530041,0.030195362865924835,0.008924093097448349,0.016548922285437584
4,0.5,0.01,0.007075576111674309,0.013266399502754211,0.013827626593410969,0.005751792807132006,0.025362621992826462,0.030455516651272774,0.01611439697444439,0.02210935764014721,0.013031663373112679,0.021499307826161385,0.024710044264793396,0.015727942809462547,0.00440483121201396,0.02386808581650257,0.030507266521453857,0.009706877171993256,0.01087789423763752,0.025971153751015663,0.030742915347218513,0.007135250139981508,0.027520209550857544,0.005060648545622826,0.010657574981451035,0.030194880440831184,0.021542660892009735,0.020861664786934853,0.023556269705295563,0.012130453251302242,0.01780112273991108,0.011707058176398277,0.011191161349415779,0.01997075229883194,0.028773706406354904,0.01999734528362751,0.02650398761034012,0.02445683814585209,0.009523792192339897,0.012209041975438595,0.01950756087899208,0.026537016034126282,0.022498590871691704,0.008478901349008083,0.03010259009897709,0.027456391602754593,0.022360077127814293,0.024124210700392723,0.00664675235748291,0.00965319387614727,0.010923000983893871,0.020794862881302834,0.02280987612903118,0.024437954649329185,0.017357317730784416,0.002215224551036954,0.018196668475866318,0.03541519492864609,0.01253057923167944,0.0330473855137825,0.023106707260012627,0.027796287089586258,0.028327886015176773,0.060596659779548645,0.03323745355010033,0.017146263271570206,0.02416110970079899,0.01748114451766014,0.007176507264375687,0.00993952713906765,0.021471256390213966,0.030758822336792946,0.02138836495578289,0.02526862733066082,0.007282625418156385,0.01958318054676056,0.01118150819092989,0.021834736689925194,0.0186467207968235,0.007012042682617903,0.010929341427981853,0.008691690862178802,0.02777155488729477,0.020855534821748734,0.017574993893504143,0.02727322280406952,0.037621282041072845,0.017024880275130272,0.024556314572691917,0.028066860511898994,0.01881547085940838,0.010463710874319077,0.020314544439315796,0.01325658243149519,0.021786648780107498,0.008497086353600025,0.009138129651546478,0.009436512365937233,0.040944475680589676,0.016845576465129852,0.013501089997589588,0.018612073734402657
5,0.6,0.01,0.005207376554608345,0.007388947065919638,0.02154836431145668,0.009758000262081623,0.009388942271471024,0.023559993132948875,0.020205188542604446,0.01782831735908985,0.013108983635902405,0.014504081569612026,0.01116932462900877,0.017175786197185516,0.008491775952279568,0.010219557210803032,0.010926910676062107,0.01689457893371582,0.024469660595059395,0.009196441620588303,0.007936203852295876,0.043834879994392395,0.00541971530765295,0.014482186175882816,0.005213288124650717,0.006634776946157217,0.02419215999543667,0.02333894371986389,0.015164569951593876,0.02974550426006317,0.008050777949392796,0.024307705461978912,0.009705948643386364,0.01901860535144806,0.01231095939874649,0.014065474271774292,0.00703303050249815,0.009377511218190193,0.028783591464161873,0.007391307968646288,0.012943483889102936,0.007597767282277346,0.03319496661424637,0.023402387276291847,0.03191692754626274,0.012428175657987595,0.010944077745079994,0.017642980441451073,0.01866668462753296,0.029973231256008148,0.007533981930464506,0.014967271126806736,0.019384298473596573,0.02166963927447796,0.02625201642513275,0.004645851440727711,0.0104216318577528,0.0108863590285182,0.012870509177446365,0.025066545233130455,0.011952729895710945,0.034736886620521545,0.019334904849529266,0.010773096233606339,0.03500334545969963,0.027817755937576294,0.026874559000134468,0.007476972881704569,0.004410992842167616,0.011741369031369686,0.019165432080626488,0.02380206622183323,0.015766983851790428,0.021002937108278275,0.03464268520474434,0.02263343520462513,0.022889086976647377,0.006578965578228235,0.018439434468746185,0.03039485402405262,0.01771913468837738,0.025719009339809418,0.03400871902704239,0.019582927227020264,0.03706739470362663,0.006670420523732901,0.024737518280744553,0.01163385808467865,0.013813117519021034,0.01903695799410343,0.02780342474579811,0.03648000210523605,0.005905012600123882,0.028992073610424995,0.00803480576723814,0.015624483115971088,0.020099440589547157,0.02029571868479252,0.028622718527913094,0.023086652159690857,0.028401417657732964,0.0003055805864278227
6,0.7,0.01,0.01768072135746479,0.02362370304763317,0.01078549213707447,0.01678350567817688,0.018555786460638046,0.02148987539112568,0.018582645803689957,0.01621195115149021,0.0030172127299010754,0.024249736219644547,0.017561668530106544,0.016652384772896767,0.030811987817287445,0.019741537049412727,0.026808341965079308,0.028793660923838615,0.019003817811608315,0.03880123421549797,0.022812094539403915,0.009033549576997757,0.028605157509446144,0.004256092477589846,0.01798855885863304,0.02249629981815815,0.014597855508327484,0.034957461059093475,0.02055622823536396,0.02065241150557995,0.03061118721961975,0.03691018000245094,0.01922302506864071,0.010006707161664963,0.0004078976344317198,0.014912804588675499,0.03153324872255325,0.02025544084608555,0.023478571325540543,0.00995062105357647,0.02499370276927948,0.027140000835061073,0.007301339879631996,0.007909629493951797,0.030371168628335,0.01612195186316967,0.018363259732723236,0.01566239632666111,0.009306292049586773,0.042336899787187576,0.028401024639606476,0.016476474702358246,0.02646113932132721,0.003703104564920068,0.04632851481437683,0.02420814149081707,0.009538229554891586,0.014951033517718315,0.018335066735744476,0.021870696917176247,0.04327591881155968,0.0348498560488224,0.017434589564800262,0.012738347984850407,0.02649828977882862,0.0053270175121724606,0.025811433792114258,0.01575051061809063,0.021043244749307632,0.00971790961921215,0.01998450793325901,0.007612802553921938,0.00977899320423603,0.02650466375052929,0.02002863399684429,0.04529191926121712,0.02538979984819889,0.005473125260323286,0.027521781623363495,0.012477063573896885,0.010042927227914333,0.03147086501121521,0.027763256803154945,0.010921311564743519,0.014258899725973606,0.017180252820253372,0.006527415011078119,0.016885919496417046,0.031597740948200226,0.01873822696506977,0.018817856907844543,0.0127475056797266,0.0032728114165365696,0.024506032466888428,0.02208235301077366,0.03473054990172386,0.005713451188057661,0.010556829161942005,0.02874108776450157,0.0015846188180148602,0.01594599336385727,0.024625631049275398
7,0.8,0.01,0.020482582971453667,0.012774464674293995,0.012318854220211506,0.00949095468968153,0.01822754368185997,0.02079969272017479,0.04179415479302406,0.023027736693620682,0.04598606750369072,0.05448177084326744,0.0285472609102726,0.026996266096830368,0.015010911971330643,0.04098999500274658,0.01115590799599886,0.039833903312683105,0.01713382638990879,0.005909895524382591,0.0013636932708323002,0.017074571922421455,0.015907123684883118,0.01964917965233326,0.010506697930395603,0.013107215985655785,0.01076047495007515,0.005147495307028294,0.021219933405518532,0.013800783082842827,0.03456216678023338,0.019881395623087883,0.02989732101559639,0.032123588025569916,0.03227189928293228,0.020196743309497833,0.015548286959528923,0.01818467117846012,0.046322841197252274,0.01775607280433178,0.009508763439953327,0.00818696990609169,0.014160146936774254,0.019893594086170197,0.005188611801713705,0.017134368419647217,0.018947329372167587,0.009733123704791069,0.023386087268590927,0.032645903527736664,0.012487031519412994,0.015518946573138237,0.012262070551514626,0.032334376126527786,0.022790471091866493,0.025065215304493904,0.017822591587901115,0.013755007646977901,0.009399152360856533,0.019217384979128838,0.013954772613942623,0.02529628947377205,0.03903364762663841,0.02299320325255394,0.0022680601105093956,0.021838316693902016,0.014238999225199223,0.031471285969018936,0.030983680859208107,0.007160298991948366,0.009828832000494003,0.00741813937202096,0.03172752261161804,0.021170975640416145,0.03769347816705704,0.007040930911898613,0.031038179993629456,0.01133184414356947,0.01582692563533783,0.005162108223885298,0.011407706886529922,0.03415825590491295,0.03357287868857384,0.015725864097476006,0.023648103699088097,0.030731000006198883,0.03059244714677334,0.011168028227984905,0.009684812277555466,0.011480920016765594,0.013014251366257668,0.0223506148904562,0.01838894933462143,0.021525699645280838,0.013988440856337547,0.01714039407670498,0.019968656823039055,0.03642928972840309,0.028205160051584244,0.008867868222296238,0.014743038453161716,0.017581792548298836
8,0.9,0.01,0.04487373307347298,0.019996725022792816,0.010858596302568913,0.02510271780192852,0.026490362361073494,0.014015802182257175,0.005527871195226908,0.041830942034721375,0.02194499783217907,0.03714292123913765,0.005473222583532333,0.0221870020031929,0.022973274812102318,0.0058681052178144455,0.03976178914308548,0.02075713686645031,0.02443803660571575,0.03383509814739227,0.03641955554485321,0.005843291059136391,0.022052420303225517,0.04183695465326309,0.022397669032216072,0.0019864062778651714,0.021712535992264748,0.011381459422409534,0.024822872132062912,0.014215482398867607,0.008813899010419846,0.011850027367472649,0.032084252685308456,0.007023713551461697,0.029387561604380608,0.01783876307308674,0.03725804015994072,0.05753541737794876,0.004999910481274128,0.01163526065647602,0.010388370603322983,0.03989880904555321,0.02025298774242401,0.026688115671277046,0.02017795853316784,0.013440985232591629,0.02981184981763363,0.00824196171015501,0.011517235077917576,0.020468968898057938,0.0056619481183588505,0.018233075737953186,0.015889335423707962,0.024829065427184105,0.027460310608148575,0.053853124380111694,0.00851681362837553,0.04386008903384209,0.024833528324961662,0.04742640629410744,0.0375419482588768,0.013860798440873623,0.0344453826546669,0.02457931637763977,0.031400371342897415,0.02980060875415802,0.014157496392726898,0.0120301628485322,0.005264359526336193,0.00672330753877759,0.018880242481827736,0.003436572616919875,0.015219984576106071,0.02333376742899418,0.01643993891775608,0.012401552870869637,0.011539001017808914,0.01404206920415163,0.041953012347221375,0.006904361769556999,0.025694159790873528,0.005227743647992611,0.02300659567117691,0.023753976449370384,0.012616779655218124,0.01916508376598358,0.029346996918320656,0.03079359047114849,0.015177303925156593,0.027229133993387222,0.018520431593060493,0.019840145483613014,0.008632742799818516,0.02536287158727646,0.00911126658320427,0.010371226817369461,0.005519564263522625,0.012954833917319775,0.022939035668969154,0.010530204512178898,0.03310110419988632,0.03669477626681328
9,1.0,0.01,0.03482978790998459,0.016838334500789642,0.020525408908724785,0.0137716606259346,0.006167787592858076,0.019647439941763878,0.010141164995729923,0.033315468579530716,0.012307616882026196,0.01194189302623272,0.022556839510798454,0.002347212750464678,0.034410592168569565,0.025909263640642166,0.027729203924536705,0.017991987988352776,0.01882302202284336,0.02097581885755062,0.023519063368439674,0.035636816173791885,0.012020264752209187,0.01578790694475174,0.009265747852623463,0.02159177139401436,0.024762356653809547,0.011344455182552338,0.03386669233441353,0.045268211513757706,0.027710173279047012,0.035923752933740616,0.01509993989020586,0.00414082920178771,0.034420356154441833,0.03596950322389603,0.01591704599559307,0.025021376088261604,0.018435917794704437,0.019721616059541702,0.01919291354715824,0.036423712968826294,0.020018961280584335,0.011178656481206417,0.013004868291318417,0.011264015920460224,0.024617986753582954,0.016588428989052773,0.01162904966622591,0.00580576341599226,0.021066414192318916,0.02082931622862816,0.004779961425811052,0.008928491733968258,0.0311370100826025,0.020174318924546242,0.020081380382180214,0.04321475327014923,0.008588533848524094,0.01864427700638771,0.03165421262383461,0.035300660878419876,0.022282833233475685,0.018603039905428886,0.03182708099484444,0.03487800434231758,0.019321013242006302,0.0128300990909338,0.030605467036366463,0.02807384729385376,0.018591249361634254,0.021991319954395294,0.01060449331998825,0.03614799305796623,0.031869325786828995,0.06382911652326584,0.017889665439724922,0.024679822847247124,0.010147729888558388,0.05345529317855835,0.029065042734146118,0.0035489415749907494,0.03445162996649742,0.012878800742328167,0.024870848283171654,0.015303301624953747,0.014513165690004826,0.015672633424401283,0.012971090152859688,0.027825821191072464,0.03188842162489891,0.005466541741043329,0.04083810746669769,0.017010245472192764,0.022472282871603966,0.012628733180463314,0.028304554522037506,0.007144435774534941,0.020357118919491768,0.01510268822312355,0.01646324433386326,0.029288407415151596
