,oversampling_ratio,repeat0,repeat1,repeat2,repeat3,repeat4,repeat5,repeat6,repeat7,repeat8,repeat9,repeat10,repeat11,repeat12,repeat13,repeat14,repeat15,repeat16,repeat17,repeat18,repeat19,repeat20,repeat21,repeat22,repeat23,repeat24,repeat25,repeat26,repeat27,repeat28,repeat29,repeat30,repeat31,repeat32,repeat33,repeat34,repeat35,repeat36,repeat37,repeat38,repeat39,repeat40,repeat41,repeat42,repeat43,repeat44,repeat45,repeat46,repeat47,repeat48,repeat49
0,0.0009765625,0.01638629660010338,0.02116340771317482,0.027296599000692368,0.02411341480910778,0.01861315779387951,0.016648227348923683,0.017466280609369278,0.021581435576081276,0.02361324429512024,0.02199595607817173,0.019067810848355293,0.02094990201294422,0.01627008616924286,0.02100801281630993,0.017334476113319397,0.022083885967731476,0.027033191174268723,0.02626314014196396,0.02735568769276142,0.025007234886288643,0.01937077008187771,0.02061949297785759,0.023955319076776505,0.015520142391324043,0.026164576411247253,0.018971486017107964,0.012119916267693043,0.02120792493224144,0.026171516627073288,0.02945632115006447,0.02728278562426567,0.02034715935587883,0.011810093186795712,0.023448064923286438,0.02436441369354725,0.022894520312547684,0.01267667580395937,0.021950924769043922,0.02460402250289917,0.018969008699059486,0.02038518525660038,0.021468112245202065,0.0216301791369915,0.019273262470960617,0.020880891010165215,0.01850549317896366,0.019260704517364502,0.019577620550990105,0.015273758210241795,0.0267379991710186
1,0.00390625,0.027079682797193527,0.026994729414582253,0.02544517070055008,0.023898404091596603,0.023967333137989044,0.020352713763713837,0.03293361887335777,0.02514270693063736,0.023065902292728424,0.02162041887640953,0.021024778485298157,0.025319164618849754,0.023335229605436325,0.026645755395293236,0.030065713450312614,0.022773897275328636,0.020380770787596703,0.02299758978188038,0.023645661771297455,0.020526273176074028,0.02101593278348446,0.027721121907234192,0.019949616864323616,0.031839851289987564,0.03162122145295143,0.03059486672282219,0.023796599358320236,0.012790019623935223,0.0322219543159008,0.02976784110069275,0.022800395265221596,0.022703472524881363,0.02399419993162155,0.024786848574876785,0.02659437619149685,0.020836029201745987,0.020321505144238472,0.02196134440600872,0.03061966598033905,0.02986449934542179,0.024231551215052605,0.029099401086568832,0.027595864608883858,0.027080191299319267,0.020510030910372734,0.025079280138015747,0.03188899904489517,0.029148634523153305,0.028428271412849426,0.018560076132416725
2,0.0087890625,0.027187833562493324,0.027763307094573975,0.02227092906832695,0.02826693467795849,0.02502964437007904,0.025929689407348633,0.03085009753704071,0.023984257131814957,0.02746983803808689,0.025427112355828285,0.031625259667634964,0.028798185288906097,0.030336551368236542,0.02843971736729145,0.026971878483891487,0.025176415219902992,0.02461935020983219,0.02650519646704197,0.032122645527124405,0.027046088129281998,0.033305708318948746,0.025619763880968094,0.021355217322707176,0.027580656111240387,0.034993935376405716,0.026469336822628975,0.02641124092042446,0.03179033473134041,0.02728358283638954,0.027863649651408195,0.02497423253953457,0.02701573818922043,0.030190611258149147,0.029036318883299828,0.028939872980117798,0.028902286663651466,0.022561196237802505,0.036188673228025436,0.029247544705867767,0.024721231311559677,0.023877911269664764,0.028173185884952545,0.03562605008482933,0.030876999720931053,0.03842143714427948,0.02707924135029316,0.024506371468305588,0.030594341456890106,0.028114713728427887,0.027180764824151993
3,0.015625,0.02851882390677929,0.027456950396299362,0.03001018799841404,0.024380486458539963,0.030941274017095566,0.03103107400238514,0.03152473643422127,0.03194531053304672,0.02871769666671753,0.026362966746091843,0.026048384606838226,0.033098239451646805,0.031811170279979706,0.02900809608399868,0.031222157180309296,0.029504233971238136,0.02405664511024952,0.030631916597485542,0.028053265064954758,0.027954332530498505,0.03453638032078743,0.030035974457859993,0.02897556684911251,0.03356901556253433,0.031937018036842346,0.027495520189404488,0.030209632590413094,0.028232378885149956,0.027095042169094086,0.02505589835345745,0.027130821719765663,0.031849198043346405,0.023985140025615692,0.03340398520231247,0.033443428575992584,0.028634894639253616,0.03123776614665985,0.0299384742975235,0.029567575082182884,0.029720500111579895,0.02911379560828209,0.026764899492263794,0.02611798420548439,0.027524933218955994,0.012212316505610943,0.029428398236632347,0.028560208156704903,0.029218468815088272,0.02906743995845318,0.028117069974541664
4,0.024414062,0.03503900393843651,0.03535700589418411,0.03240734338760376,0.03909417241811752,0.030300676822662354,0.03035637177526951,0.027746906504034996,0.030411189422011375,0.03427747264504433,0.03194739669561386,0.03533311188220978,0.029641618952155113,0.029253849759697914,0.029236117377877235,0.03465939313173294,0.030489003285765648,0.031816594302654266,0.03050774335861206,0.030122483149170876,0.03237772732973099,0.03494119271636009,0.035093046724796295,0.0316193662583828,0.03274403512477875,0.030648818239569664,0.030136892572045326,0.037003085017204285,0.027968639507889748,0.031019974499940872,0.033986639231443405,0.029256055131554604,0.034297335892915726,0.029671868309378624,0.033755768090486526,0.02973278798162937,0.035641781985759735,0.035698723047971725,0.027759235352277756,0.035055793821811676,0.03849747031927109,0.03162187337875366,0.030388519167900085,0.03272617608308792,0.030527770519256592,0.031566448509693146,0.045010052621364594,0.0299493707716465,0.03390784189105034,0.031528230756521225,0.032943323254585266
5,0.03515625,0.036118924617767334,0.036703918129205704,0.030710110440850258,0.033843062818050385,0.03360741585493088,0.034133683890104294,0.03172851353883743,0.031211629509925842,0.0334094762802124,0.03605220094323158,0.03225116804242134,0.030405916273593903,0.03379170224070549,0.029213637113571167,0.03552692383527756,0.032198868691921234,0.028367968276143074,0.03285432606935501,0.029172910377383232,0.029469914734363556,0.03653489798307419,0.029387230053544044,0.03409044072031975,0.030146164819598198,0.030799366533756256,0.03528754040598869,0.031245222315192223,0.03223183751106262,0.031147433444857597,0.03531565144658089,0.04038979113101959,0.03121340274810791,0.03026975691318512,0.0374937504529953,0.030683264136314392,0.03726265951991081,0.03254110738635063,0.032254986464977264,0.03346380963921547,0.013864834792912006,0.03175351396203041,0.03296837955713272,0.034524887800216675,0.03329610452055931,0.03575523942708969,0.03046424873173237,0.029425866901874542,0.019583946093916893,0.03353704884648323,0.029125360772013664
6,0.047851562,0.0302690751850605,0.03244295343756676,0.03327561169862747,0.03477051109075546,0.032560307532548904,0.03961993381381035,0.035414036363363266,0.030806440860033035,0.035877011716365814,0.037416163831949234,0.030386492609977722,0.03217117115855217,0.030556218698620796,0.028381891548633575,0.028878550976514816,0.0316653735935688,0.03674245625734329,0.03547376021742821,0.03587750345468521,0.03571955859661102,0.03267272561788559,0.029348472133278847,0.0326816625893116,0.028723355382680893,0.03008137457072735,0.033088646829128265,0.034326545894145966,0.03236962482333183,0.03074548952281475,0.03246636316180229,0.03627359867095947,0.03762511536478996,0.03673572838306427,0.0348125658929348,0.03024677373468876,0.02896358259022236,0.030745765194296837,0.02125239558517933,0.032631807029247284,0.03200859576463699,0.03238726407289505,0.0325099341571331,0.03741553798317909,0.03405626490712166,0.035111796110868454,0.030341092497110367,0.029392819851636887,0.030625926330685616,0.03227808699011803,0.03337908908724785
7,0.0625,0.023957258090376854,0.030808836221694946,0.04054448753595352,0.0323084220290184,0.033234115689992905,0.037306882441043854,0.032764993607997894,0.029368184506893158,0.0358724445104599,0.031472764909267426,0.04261157289147377,0.03201459348201752,0.03784998133778572,0.032855723053216934,0.031625423580408096,0.04076925665140152,0.03437987342476845,0.030848084017634392,0.031941670924425125,0.039772167801856995,0.034885164350271225,0.03440322354435921,0.03377079218626022,0.03602500259876251,0.028733428567647934,0.0341336615383625,0.03349098935723305,0.032895077019929886,0.0334223210811615,0.02793865278363228,0.014855572953820229,0.03479529917240143,0.03842334821820259,0.025597136467695236,0.032510995864868164,0.032221030443906784,0.03605467826128006,0.0323089174926281,0.03262718766927719,0.02939138002693653,0.031062759459018707,0.034164395183324814,0.03413065895438194,0.031985845416784286,0.02933235839009285,0.033042315393686295,0.03310360386967659,0.033869192004203796,0.03670233115553856,0.035218674689531326
8,0.07910156,0.031035495921969414,0.03482787311077118,0.0349462553858757,0.035684891045093536,0.03269268572330475,0.03600384294986725,0.03435260429978371,0.02956431731581688,0.03255559131503105,0.03483454883098602,0.03116528131067753,0.032722875475883484,0.0380263477563858,0.03598013520240784,0.03505754470825195,0.03173111006617546,0.028028683736920357,0.032452136278152466,0.03485369682312012,0.035270385444164276,0.03205757215619087,0.036490391939878464,0.029587239027023315,0.03578467294573784,0.0399111770093441,0.032127682119607925,0.029983431100845337,0.03393937647342682,0.03639081493020058,0.04492626339197159,0.03341769427061081,0.03128628432750702,0.033797744661569595,0.035370342433452606,0.038997724652290344,0.03254168480634689,0.03689517080783844,0.0395975261926651,0.03382044658064842,0.03125414997339249,0.03314860165119171,0.031405095010995865,0.03484773263335228,0.032214950770139694,0.036439381539821625,0.03280755504965782,0.03899217024445534,0.03293664753437042,0.03556021302938461,0.033764343708753586
9,0.09765625,0.03612735867500305,0.03549854829907417,0.035552017390728,0.039822161197662354,0.03387705236673355,0.035985447466373444,0.03419036418199539,0.036190520972013474,0.032159216701984406,0.037517908960580826,0.033720895648002625,0.03290935233235359,0.038133516907691956,0.032667700201272964,0.037944477051496506,0.03418843075633049,0.035149820148944855,0.031276069581508636,0.033722616732120514,0.034574951976537704,0.03250008821487427,0.033061470836400986,0.038395121693611145,0.03819430246949196,0.034600161015987396,0.03461422026157379,0.03958532586693764,0.03248950093984604,0.03633731231093407,0.037852514535188675,0.0366833321750164,0.03187954053282738,0.034020327031612396,0.03591340407729149,0.043612632900476456,0.037487708032131195,0.033778116106987,0.03653968498110771,0.03141523525118828,0.031708136200904846,0.036686886101961136,0.03018002212047577,0.03391091898083687,0.037381820380687714,0.03331766650080681,0.03219589963555336,0.03436319902539253,0.03870515152812004,0.0324615016579628,0.03073127195239067
