,oversampling_ratio,repeat0,repeat1,repeat2,repeat3,repeat4,repeat5,repeat6,repeat7,repeat8,repeat9,repeat10,repeat11,repeat12,repeat13,repeat14,repeat15,repeat16,repeat17,repeat18,repeat19,repeat20,repeat21,repeat22,repeat23,repeat24,repeat25,repeat26,repeat27,repeat28,repeat29,repeat30,repeat31,repeat32,repeat33,repeat34,repeat35,repeat36,repeat37,repeat38,repeat39,repeat40,repeat41,repeat42,repeat43,repeat44,repeat45,repeat46,repeat47,repeat48,repeat49
0,0.0009765625,0.019149096682667732,0.024852797389030457,0.01533079706132412,0.02454094961285591,0.025482837110757828,0.025866223499178886,0.022691471502184868,0.017855340614914894,0.025258585810661316,0.021358970552682877,0.016012996435165405,0.022915920242667198,0.019964072853326797,0.02621755562722683,0.02307697758078575,0.01879224367439747,0.02441628836095333,0.013943864032626152,0.021879378706216812,0.02261199615895748,0.02153150364756584,0.020564477890729904,0.01761370711028576,0.02098085917532444,0.02497030608355999,0.019179360941052437,0.009174770675599575,0.02019515261054039,0.030658481642603874,0.02016574703156948,0.016994265839457512,0.01887364313006401,0.020160848274827003,0.02584954723715782,0.027462920174002647,0.03299286216497421,0.02724076807498932,0.02253447100520134,0.009014864452183247,0.02879483625292778,0.0427737794816494,0.01259385421872139,0.021683385595679283,0.020823974162340164,0.018316879868507385,0.023293377831578255,0.020343570038676262,0.0022882698103785515,0.018220093101263046,0.026839686557650566
1,0.00390625,0.043648045510053635,0.02962302975356579,0.03047710843384266,0.02826024778187275,0.03854799643158913,0.035354357212781906,0.03480006009340286,0.032530829310417175,0.02579253353178501,0.03887297958135605,0.034577883780002594,0.03347492590546608,0.022057021036744118,0.03743502497673035,0.038054127246141434,0.020901581272482872,0.01640484668314457,0.018033986911177635,0.030069101601839066,0.039641059935092926,0.037866413593292236,0.016502685844898224,0.020972102880477905,0.016712429001927376,0.02616291306912899,0.018359249457716942,0.02867569588124752,0.017292840406298637,0.032571520656347275,0.030256237834692,0.02883695811033249,0.036899566650390625,0.03882195055484772,0.03464578464627266,0.02383396588265896,0.02497967891395092,0.006036253646016121,0.017494244500994682,0.026476889848709106,0.03014986217021942,0.02500135637819767,0.021035972982645035,0.027709156274795532,0.009448457509279251,0.031291596591472626,0.04174517095088959,0.02821558341383934,0.030633267015218735,0.023008836433291435,0.031095504760742188
2,0.0087890625,0.03596339747309685,0.03158899396657944,0.032369278371334076,0.02620805986225605,0.038316961377859116,0.017677705734968185,0.013334023766219616,0.04135571047663689,0.025955384597182274,0.0378900021314621,0.019653061404824257,0.027186285704374313,0.039060864597558975,0.023405905812978745,0.01936551183462143,0.04357082024216652,0.03819236159324646,0.037789467722177505,0.02815873734652996,0.010299721732735634,0.03244727849960327,0.026547379791736603,0.039952848106622696,0.041246842592954636,0.017683887854218483,0.04364864155650139,0.026841972023248672,0.0376398041844368,0.04320487752556801,0.04289567843079567,0.029360095039010048,0.03712889179587364,0.010694990865886211,0.019958289340138435,0.026625901460647583,0.023481501266360283,0.038298893719911575,0.028922615572810173,0.024452418088912964,0.016897505149245262,0.022587820887565613,0.020167723298072815,0.01863146759569645,0.027950149029493332,0.033922575414180756,0.024309257045388222,0.028636999428272247,0.02803492359817028,0.03357794135808945,0.046391699463129044
3,0.015625,0.029389001429080963,0.04013655334711075,0.052275948226451874,0.033051103353500366,0.03890032693743706,0.02821929007768631,0.03583534434437752,0.03803113102912903,0.03188222274184227,0.022494981065392494,0.031656332314014435,0.035512860864400864,0.016298796981573105,0.02338101714849472,0.027424132451415062,0.05523565784096718,0.057546526193618774,0.012078484520316124,0.028117675334215164,0.023989619687199593,0.050893768668174744,0.028371015563607216,0.03602508082985878,0.03888046368956566,0.04335809871554375,0.050689417868852615,0.049801066517829895,0.03459594026207924,0.04080765321850777,0.018936002627015114,0.041358307003974915,0.036634016782045364,0.03779838979244232,0.025863459333777428,0.0336042121052742,0.05451668053865433,0.04360003024339676,0.029850125312805176,0.043320056051015854,0.040792807936668396,0.04359252750873566,0.051464181393384933,0.04580903425812721,0.04047932103276253,0.03277142718434334,0.03895564377307892,0.046785224229097366,0.02418244443833828,0.014828278683125973,0.034632790833711624
4,0.024414062,0.05398480221629143,0.03157876059412956,0.05108993500471115,0.03986448422074318,0.02389143779873848,0.021757274866104126,0.05971309170126915,0.056834667921066284,0.04853019118309021,0.039061181247234344,0.04007866233587265,0.04315593093633652,0.018639300018548965,0.04125644639134407,0.04188902676105499,0.01849733106791973,0.011026539839804173,0.04714379832148552,0.02860059030354023,0.041251908987760544,0.05150388181209564,0.028973732143640518,0.03537065163254738,0.047105059027671814,0.037271369248628616,0.04565729573369026,0.03855001926422119,0.029146388173103333,0.04542643949389458,0.04686476290225983,0.031849734485149384,0.03624198958277702,0.07877784222364426,0.03966454043984413,0.0448719747364521,0.06605447828769684,0.05446353554725647,0.03355636075139046,0.049765873700380325,0.03494726121425629,0.05028653144836426,0.04376460984349251,0.06179599463939667,0.02555844374001026,0.013469183817505836,0.06520508229732513,0.060692619532346725,0.03640766069293022,0.043326180428266525,0.04755808413028717
5,0.03515625,0.06051633879542351,0.038997139781713486,0.051849011331796646,0.0442146398127079,0.04223618283867836,0.01429263036698103,0.02899513579905033,0.050483208149671555,0.01543683186173439,0.06092855706810951,0.05376432090997696,0.048931464552879333,0.02928799018263817,0.026624388992786407,0.052614059299230576,0.06252417713403702,0.0752834752202034,0.017507409676909447,0.04345418140292168,0.05308322608470917,0.041572168469429016,0.020022286102175713,0.05783761665225029,0.05036191642284393,0.023901790380477905,0.029904715716838837,0.07090204209089279,0.057644087821245193,0.059831056743860245,0.03730332478880882,0.04161512106657028,0.0008261911571025848,0.01591673120856285,0.06087140738964081,0.07143807411193848,0.020585138350725174,0.05804503336548805,0.020612778142094612,0.014872688800096512,0.049896374344825745,0.04267703741788864,0.06667444854974747,0.03852356597781181,0.060953471809625626,0.02850520797073841,0.011647602543234825,0.015303993597626686,0.042724914848804474,0.03718264400959015,0.014324900694191456
6,0.047851562,0.08237975835800171,0.05219590291380882,0.04881367087364197,0.07017741352319717,0.023878617212176323,0.018749583512544632,0.020824169740080833,0.05881134793162346,0.04780716076493263,0.000547356263268739,0.06883058696985245,0.01592552289366722,0.04701566323637962,0.046547867357730865,0.04185226187109947,0.05397942289710045,0.036765631288290024,0.0520496591925621,0.028924833983182907,0.05833056569099426,0.04085582122206688,0.044550951570272446,0.05424828454852104,0.056865107268095016,0.04634930565953255,0.061761993914842606,0.002748314756900072,0.05668424814939499,0.0560714416205883,0.03425307944417,0.04859158769249916,0.03103528544306755,0.04200255870819092,0.02924659475684166,0.04830973967909813,0.04637390375137329,0.044370345771312714,0.04530534893274307,0.043858978897333145,0.05303981527686119,0.03421035036444664,0.005688709206879139,0.01860460266470909,0.05555396154522896,0.07376310974359512,0.05365750193595886,0.029034698382019997,0.056428756564855576,0.07651007920503616,0.0653679296374321
7,0.0625,0.046411797404289246,0.07929665595293045,0.023241093382239342,0.0375610888004303,0.03349464759230614,0.055743977427482605,0.025566725060343742,0.08781222999095917,0.037750039249658585,0.05116858705878258,0.03266124799847603,0.06082402914762497,0.04252889007329941,0.06716923415660858,0.07860088348388672,0.0012249236460775137,0.041749633848667145,0.04267106577754021,0.05631820857524872,0.05577319115400314,0.031842559576034546,0.04520181193947792,0.061262667179107666,0.07351291924715042,0.08012580871582031,0.08385279774665833,0.06321080029010773,0.0756903737783432,0.05753685534000397,0.05534032732248306,0.027934163808822632,0.03779461234807968,0.07119983434677124,0.0550859160721302,0.06609611958265305,0.028395501896739006,0.044046029448509216,0.05252586305141449,0.04444980248808861,0.059328142553567886,0.03620889037847519,0.07676919549703598,0.07251144200563431,0.04252132028341293,0.07093077898025513,0.06538822501897812,0.0255555659532547,0.06588748842477798,0.05390147119760513,0.016614403575658798
8,0.07910156,0.00569937564432621,0.0677122101187706,0.0031555492896586657,0.057301782071590424,0.003440932370722294,0.10833406448364258,0.03809856250882149,0.05933322012424469,0.05391894653439522,0.05515610799193382,0.07086117565631866,0.07649166882038116,0.07745833694934845,0.0175151526927948,0.0018522478640079498,0.03152007237076759,0.055924192070961,0.09401752054691315,0.003995494917035103,0.05457198992371559,0.02317146211862564,0.06938890367746353,0.05656709894537926,0.03218931332230568,0.04569293558597565,0.06297455728054047,0.019284211099147797,0.04806828126311302,0.08334662020206451,0.0878106951713562,0.056554436683654785,0.0507795587182045,0.05825849249958992,0.07026547193527222,0.04260837659239769,0.10211244970560074,0.05242907255887985,0.07498505711555481,0.008581208996474743,0.06536072492599487,0.08219680935144424,0.05966639146208763,0.03929104283452034,0.04726362228393555,0.03057292476296425,0.08331793546676636,0.06279083341360092,0.09814171493053436,0.06491802632808685,0.057168830186128616
9,0.09765625,0.06092113256454468,0.058062516152858734,0.0016172968316823244,0.0645575150847435,0.060134872794151306,0.05609309673309326,0.08518517017364502,0.0044380901381373405,0.0009013072121888399,0.08125073462724686,0.04634040221571922,0.10044682025909424,0.04741821065545082,0.07865618914365768,0.1266821175813675,0.11203885823488235,0.07095420360565186,0.06794513761997223,0.08232349902391434,0.054545048624277115,0.06299939006567001,0.06978310644626617,0.07950098812580109,0.06996260583400726,0.0317305289208889,0.06429183483123779,0.006335029378533363,0.07792949676513672,0.054014548659324646,0.11673076450824738,0.04362855106592178,0.004159057047218084,0.07919126749038696,0.029555682092905045,0.03269157186150551,0.002745666541159153,0.030490580946207047,0.0285792276263237,0.07320794463157654,0.07795756310224533,0.06857844442129135,0.10516057163476944,0.0020561411511152983,0.011812890879809856,0.03334398940205574,0.07442224770784378,0.07850033789873123,0.07942256331443787,0.07523943483829498,0.08876122534275055
