,oversampling_ratio,step_size,repeat0,repeat1,repeat2,repeat3,repeat4,repeat5,repeat6,repeat7,repeat8,repeat9,repeat10,repeat11,repeat12,repeat13,repeat14,repeat15,repeat16,repeat17,repeat18,repeat19,repeat20,repeat21,repeat22,repeat23,repeat24,repeat25,repeat26,repeat27,repeat28,repeat29,repeat30,repeat31,repeat32,repeat33,repeat34,repeat35,repeat36,repeat37,repeat38,repeat39,repeat40,repeat41,repeat42,repeat43,repeat44,repeat45,repeat46,repeat47,repeat48,repeat49,repeat50,repeat51,repeat52,repeat53,repeat54,repeat55,repeat56,repeat57,repeat58,repeat59,repeat60,repeat61,repeat62,repeat63,repeat64,repeat65,repeat66,repeat67,repeat68,repeat69,repeat70,repeat71,repeat72,repeat73,repeat74,repeat75,repeat76,repeat77,repeat78,repeat79,repeat80,repeat81,repeat82,repeat83,repeat84,repeat85,repeat86,repeat87,repeat88,repeat89,repeat90,repeat91,repeat92,repeat93,repeat94,repeat95,repeat96,repeat97,repeat98,repeat99
0,2.0,,0.3191952109336853,0.35890036821365356,0.23107674717903137,0.11710940301418304,0.2785588800907135,0.1713944971561432,0.2930932343006134,0.2960820496082306,0.2177312821149826,0.13430538773536682,0.3197915554046631,0.2830936312675476,0.20703761279582977,0.17323867976665497,0.2014254778623581,0.032615602016448975,0.21793916821479797,0.27190691232681274,0.29470017552375793,0.3217811584472656,0.13352185487747192,0.18544746935367584,0.21186526119709015,0.24509695172309875,0.25215908885002136,0.38018205761909485,0.3074820637702942,0.24774567782878876,0.25853729248046875,0.22121530771255493,0.28753095865249634,0.24944144487380981,0.20920774340629578,0.18402987718582153,0.1980932503938675,0.1830836534500122,0.38074761629104614,0.2427901327610016,0.3356841802597046,0.273049533367157,0.17930570244789124,0.25962135195732117,0.29148831963539124,0.32100680470466614,0.301283597946167,0.11439551413059235,0.3049313426017761,0.34357619285583496,0.28433412313461304,0.06295613199472427,0.10913526266813278,0.17240400612354279,0.07845117896795273,0.2987489700317383,0.12960092723369598,0.1566668599843979,0.17437466979026794,0.17805173993110657,0.2616882622241974,0.2496209293603897,0.2602583169937134,0.35216718912124634,0.3515371084213257,0.1759711652994156,0.30700865387916565,0.3109157085418701,0.2077123373746872,0.2813098728656769,0.2652732729911804,0.3040529191493988,0.1842944324016571,0.25233808159828186,0.21157360076904297,0.092854805290699,0.17940837144851685,0.27052879333496094,0.3073432743549347,0.3704318702220917,0.27392736077308655,0.10397791862487793,0.36600732803344727,0.13621342182159424,0.25876012444496155,0.11716704070568085,0.2574116587638855,0.2845170497894287,0.1917269229888916,0.12200804799795151,0.38044995069503784,0.20569171011447906,0.2740529179573059,0.27958056330680847,0.3346555531024933,0.24140571057796478,0.1583852618932724,0.29403042793273926,0.15255121886730194,0.15115991234779358,0.2856791913509369,0.2600831389427185
1,2.2,,0.49290579557418823,0.36883267760276794,0.5048369765281677,0.3918236494064331,0.3851509392261505,0.43424299359321594,0.4817431569099426,0.40095093846321106,0.37977197766304016,0.38249942660331726,0.3344859480857849,0.498518705368042,0.4593542516231537,0.4416446089744568,0.41289636492729187,0.5040499567985535,0.4222599267959595,0.45946410298347473,0.18988974392414093,0.46397215127944946,0.320926696062088,0.19841434061527252,0.4636904001235962,0.44882431626319885,0.3602316975593567,0.38690489530563354,0.5366204977035522,0.32531654834747314,0.33204904198646545,0.4662829041481018,0.4744280278682709,0.45934996008872986,0.4516019821166992,0.4621862471103668,0.45447710156440735,0.3953809440135956,0.4334746301174164,0.4171518087387085,0.4570823907852173,0.45669159293174744,0.2695210874080658,0.37613141536712646,0.4549686014652252,0.42906275391578674,0.4524903893470764,0.41454023122787476,0.47280746698379517,0.4530085027217865,0.4389398396015167,0.5061711668968201,0.45384135842323303,0.36905017495155334,0.21426841616630554,0.46148720383644104,0.43456217646598816,0.4934825003147125,0.4499509334564209,0.4385317862033844,0.4175686240196228,0.41616150736808777,0.47174036502838135,0.3910049796104431,0.40508973598480225,0.39061710238456726,0.2751268744468689,0.4690909683704376,0.4019983112812042,0.21804799139499664,0.38855576515197754,0.40285807847976685,0.4279964566230774,0.45969754457473755,0.43327459692955017,0.4413127601146698,0.3705020248889923,0.4627525806427002,0.4326297640800476,0.410627543926239,0.44185957312583923,0.3758610785007477,0.40632954239845276,0.3858739137649536,0.45558229088783264,0.4812919497489929,0.4388776421546936,0.31435468792915344,0.37719976902008057,0.43365478515625,0.421453595161438,0.3680863082408905,0.4554296135902405,0.4306691288948059,0.4755255877971649,0.4342392385005951,0.523983359336853,0.4706035554409027,0.4206274449825287,0.4592214822769165,0.3641035854816437,0.42060887813568115
2,2.4,,0.5851538777351379,0.4959316849708557,0.5242144465446472,0.5408510565757751,0.5941779613494873,0.5275710225105286,0.5737186074256897,0.5392616391181946,0.5519317984580994,0.5662466883659363,0.5576000809669495,0.5362774729728699,0.5174018144607544,0.5638808608055115,0.5514177083969116,0.5228164196014404,0.5349957942962646,0.5244044661521912,0.5503004193305969,0.6004818677902222,0.5739943385124207,0.6205633878707886,0.5704076886177063,0.590007483959198,0.5172810554504395,0.596712589263916,0.5575234293937683,0.5435311794281006,0.5716038942337036,0.5887397527694702,0.5861354470252991,0.5931323766708374,0.5393651723861694,0.4418179392814636,0.514043927192688,0.58279949426651,0.5714077353477478,0.5652068257331848,0.5299314260482788,0.5634137392044067,0.5207151770591736,0.5745033621788025,0.5272628664970398,0.567322850227356,0.5687075257301331,0.5434579849243164,0.5484635829925537,0.5633033514022827,0.5325287580490112,0.5222700834274292,0.5489528775215149,0.5906768441200256,0.5721911191940308,0.5377560257911682,0.5458282232284546,0.5873106718063354,0.5794503688812256,0.5649453997612,0.5708345770835876,0.5557184815406799,0.5469808578491211,0.5775494575500488,0.5532525777816772,0.5843957662582397,0.5383655428886414,0.5896359086036682,0.5828208327293396,0.5877419710159302,0.56479811668396,0.5544992089271545,0.6074746251106262,0.6029351949691772,0.5804861187934875,0.5744813084602356,0.5085086226463318,0.5442141890525818,0.5138649344444275,0.5717113018035889,0.5134867429733276,0.5784167647361755,0.5933401584625244,0.55120849609375,0.5391286611557007,0.5406805872917175,0.5699798464775085,0.5422022938728333,0.5324862599372864,0.5478618741035461,0.577166736125946,0.6018149256706238,0.5001034736633301,0.5797424912452698,0.6006913185119629,0.5440472960472107,0.5932235717773438,0.46844831109046936,0.5477904081344604,0.5527514815330505,0.5413829684257507,0.6191355586051941
3,2.6,,0.6457885503768921,0.6597777009010315,0.6452994346618652,0.6686302423477173,0.6466599702835083,0.6720905900001526,0.6392190456390381,0.633255660533905,0.6530361771583557,0.6326349973678589,0.6313796043395996,0.6462724208831787,0.6589444875717163,0.6538350582122803,0.6404814124107361,0.6101789474487305,0.643904983997345,0.6387928128242493,0.6527448296546936,0.6673727035522461,0.6505869030952454,0.610588550567627,0.6498369574546814,0.6613501310348511,0.6507799625396729,0.6194834113121033,0.622805655002594,0.6467888951301575,0.6380757689476013,0.6414806842803955,0.6730290055274963,0.5930397510528564,0.6501840949058533,0.6898782849311829,0.6607984304428101,0.6184451580047607,0.6383488178253174,0.6321527361869812,0.6306561231613159,0.6089122295379639,0.6416311860084534,0.6612253189086914,0.6465483903884888,0.655052125453949,0.6192156672477722,0.6213489770889282,0.6609774231910706,0.6466111540794373,0.6611821055412292,0.6519195437431335,0.633705198764801,0.6271553635597229,0.6577828526496887,0.6421526074409485,0.6587271094322205,0.6246576905250549,0.6628942489624023,0.6535129547119141,0.660211443901062,0.6471802592277527,0.6649478077888489,0.6548616290092468,0.6527398228645325,0.6339851021766663,0.6447205543518066,0.6628347635269165,0.6619462966918945,0.6323700547218323,0.6338226795196533,0.6664533615112305,0.6345454454421997,0.634506106376648,0.6297346353530884,0.6561028957366943,0.6603831648826599,0.6475486159324646,0.6463323831558228,0.6651283502578735,0.6191954016685486,0.6646880507469177,0.6716643571853638,0.6561971306800842,0.6588568687438965,0.6231428384780884,0.6169623732566833,0.642703115940094,0.664799153804779,0.6242460012435913,0.6703349351882935,0.6538271307945251,0.6551627516746521,0.6617526412010193,0.6523329615592957,0.6465455293655396,0.6411719918251038,0.6733406782150269,0.6471741199493408,0.6498731374740601,0.6254512071609497,0.6439881324768066
4,2.8,,0.7097364664077759,0.706021249294281,0.6825317740440369,0.7120198011398315,0.6981276869773865,0.7039951682090759,0.709229588508606,0.7162112593650818,0.7179556488990784,0.7065761089324951,0.7113905549049377,0.7062557935714722,0.7212717533111572,0.7170456647872925,0.7016313672065735,0.6998316049575806,0.6988871097564697,0.7090516090393066,0.7041997313499451,0.7184560894966125,0.7079373002052307,0.7172515392303467,0.701755940914154,0.692402184009552,0.7190456390380859,0.7053465843200684,0.7129881381988525,0.7031044960021973,0.713814377784729,0.7026556134223938,0.7072011232376099,0.7019990086555481,0.7162764072418213,0.6935046315193176,0.7038798332214355,0.6871975660324097,0.6970120072364807,0.7040464282035828,0.6957795023918152,0.6896889805793762,0.7170102596282959,0.7178041338920593,0.7048456072807312,0.6998942494392395,0.7096413373947144,0.7235464453697205,0.6883047819137573,0.7168575525283813,0.7236810326576233,0.7052326202392578,0.7161737084388733,0.7064175009727478,0.7128345966339111,0.7021084427833557,0.6990227699279785,0.7127354741096497,0.7267441153526306,0.7184504270553589,0.7002742886543274,0.6961008906364441,0.6999133825302124,0.7166990637779236,0.7097090482711792,0.7128071188926697,0.7016230821609497,0.7035400867462158,0.6770498156547546,0.7025060057640076,0.7015525698661804,0.7043757438659668,0.6976534128189087,0.7166072130203247,0.6803485751152039,0.7100390791893005,0.7094446420669556,0.7012218832969666,0.7005478143692017,0.6886651515960693,0.7070788741111755,0.6944597959518433,0.7138091921806335,0.7117177844047546,0.7065205574035645,0.7105860114097595,0.7075268030166626,0.6847366690635681,0.6997946500778198,0.6944328546524048,0.7103559970855713,0.6966845393180847,0.6964624524116516,0.70167475938797,0.7161585688591003,0.6979167461395264,0.7018720507621765,0.71705561876297,0.7134588956832886,0.7223123908042908,0.6909934282302856,0.6894357204437256
5,3.0,,0.7607788443565369,0.7512295246124268,0.7572010159492493,0.7458073496818542,0.7463518381118774,0.7585746645927429,0.7472769618034363,0.7405045628547668,0.753873348236084,0.7484785318374634,0.7425323724746704,0.7654637098312378,0.7301579713821411,0.7453201413154602,0.7414138913154602,0.7571811079978943,0.7581309080123901,0.7545600533485413,0.7615662813186646,0.743394672870636,0.7413427829742432,0.7556131482124329,0.7439566850662231,0.7484687566757202,0.7448809742927551,0.7515232563018799,0.7474275827407837,0.744948148727417,0.7369111180305481,0.7456350326538086,0.7524793744087219,0.754727840423584,0.744417667388916,0.7583162188529968,0.7480121850967407,0.7549535632133484,0.7546777725219727,0.7552338242530823,0.760064423084259,0.7512274980545044,0.7601168751716614,0.7444650530815125,0.7436619997024536,0.752180278301239,0.7544358968734741,0.7611186504364014,0.7596166133880615,0.7507452368736267,0.7629957795143127,0.7483799457550049,0.7487318515777588,0.7463462948799133,0.7471432089805603,0.7475719451904297,0.7492814660072327,0.7517741322517395,0.746512770652771,0.7493600845336914,0.7411012649536133,0.7476950883865356,0.7572445273399353,0.7265316247940063,0.748842179775238,0.7453867793083191,0.7363854646682739,0.7531890273094177,0.7468140721321106,0.7482250332832336,0.7313823103904724,0.753877580165863,0.7612597942352295,0.7507092356681824,0.7298678159713745,0.7575762271881104,0.7479685544967651,0.7668171525001526,0.754230797290802,0.7463593482971191,0.7435652017593384,0.759648859500885,0.7565546035766602,0.7419950366020203,0.7558879852294922,0.763498067855835,0.741532564163208,0.7438013553619385,0.7525945901870728,0.7559142112731934,0.7604559659957886,0.7458512783050537,0.7491676211357117,0.7361670732498169,0.7516940832138062,0.7561600208282471,0.7436764240264893,0.7531620860099792,0.7518200278282166,0.729087233543396,0.759922981262207,0.7334181070327759
6,3.2,,0.7686989903450012,0.7882931232452393,0.7861226201057434,0.7621231079101562,0.7845847010612488,0.7823018431663513,0.7855662703514099,0.7996770739555359,0.7868687510490417,0.7737177014350891,0.7885525226593018,0.7882311940193176,0.7922139167785645,0.7800534963607788,0.7748030424118042,0.7844417095184326,0.7752596139907837,0.7862480282783508,0.7679778337478638,0.7861886620521545,0.7874135971069336,0.7744618058204651,0.784263551235199,0.7848404049873352,0.7662929892539978,0.7907586693763733,0.778958797454834,0.7852020859718323,0.7768627405166626,0.7890551090240479,0.7796782851219177,0.7868472933769226,0.7817333936691284,0.7804753184318542,0.7871039509773254,0.7725980877876282,0.7797268033027649,0.7864493131637573,0.7808560729026794,0.7832456827163696,0.7913884520530701,0.7832318544387817,0.7841317653656006,0.7801772952079773,0.8040645122528076,0.7849496603012085,0.7806717157363892,0.7943712472915649,0.7922877669334412,0.7885416150093079,0.7907958626747131,0.7787365317344666,0.7915232181549072,0.7881244421005249,0.7844691276550293,0.7785638570785522,0.788580060005188,0.7782104015350342,0.7843599319458008,0.7898170351982117,0.7721291184425354,0.786340057849884,0.7907454967498779,0.763708233833313,0.7745274901390076,0.7736830711364746,0.7718844413757324,0.7738614082336426,0.7805290222167969,0.7840169072151184,0.7904596328735352,0.7922460436820984,0.7665813565254211,0.7890734672546387,0.7802051305770874,0.7852575778961182,0.7715644836425781,0.78104567527771,0.7964335680007935,0.7858690619468689,0.7810181379318237,0.7811443209648132,0.791803777217865,0.7875412702560425,0.7820925712585449,0.7802340984344482,0.7899277210235596,0.7859995365142822,0.7828144431114197,0.7868745923042297,0.7762755155563354,0.783868670463562,0.7897994518280029,0.7778264284133911,0.793724536895752,0.7920648455619812,0.7910633087158203,0.7875447273254395,0.7826940417289734,0.7855278849601746
7,3.4,,0.803794264793396,0.8044249415397644,0.8116373419761658,0.801412045955658,0.8124639391899109,0.8079463839530945,0.813021719455719,0.8079532980918884,0.8125537037849426,0.8096407055854797,0.813607931137085,0.8114206790924072,0.8093791007995605,0.7959973812103271,0.8141239881515503,0.808902382850647,0.8032492399215698,0.8159675002098083,0.8090683221817017,0.8137960433959961,0.8116782903671265,0.813285768032074,0.8014805316925049,0.8028879761695862,0.8100244998931885,0.8124822974205017,0.8073700070381165,0.8141741156578064,0.8025692701339722,0.8111546039581299,0.8111511468887329,0.8051853179931641,0.8131023049354553,0.8151081800460815,0.7994756102561951,0.8126181364059448,0.8034796714782715,0.8024064302444458,0.807189404964447,0.8058028221130371,0.8119654655456543,0.8123655319213867,0.8078294992446899,0.8000136017799377,0.8091958165168762,0.8163747787475586,0.8173283338546753,0.8044485449790955,0.8154364824295044,0.8100759387016296,0.8129448890686035,0.8132763504981995,0.8118011355400085,0.8074941635131836,0.8100459575653076,0.8111453056335449,0.8087428212165833,0.8136368989944458,0.8128081560134888,0.8083388209342957,0.8120578527450562,0.8165009617805481,0.8160911798477173,0.814393937587738,0.802833080291748,0.8115426301956177,0.8051262497901917,0.821956992149353,0.8131261467933655,0.814204216003418,0.8162956833839417,0.806107759475708,0.807538628578186,0.8209825754165649,0.8124767541885376,0.8186710476875305,0.8074640035629272,0.8120483160018921,0.8151657581329346,0.8141582012176514,0.813310444355011,0.8168783187866211,0.8081027865409851,0.8195337653160095,0.8037222027778625,0.8034003973007202,0.8095109462738037,0.8050535321235657,0.8097397089004517,0.8002009987831116,0.8088187575340271,0.8080189824104309,0.8064869046211243,0.8091281056404114,0.7967548370361328,0.8084874153137207,0.8133601546287537,0.8098476529121399,0.801750659942627,0.811637282371521
8,3.6,,0.8324125409126282,0.8282511234283447,0.8334075808525085,0.8158655762672424,0.8425816893577576,0.8310908675193787,0.8281248211860657,0.8304526805877686,0.8340417146682739,0.8404880166053772,0.8347587585449219,0.8289685845375061,0.8334172368049622,0.826514720916748,0.8341289162635803,0.8351866602897644,0.8292715549468994,0.8336821794509888,0.8346565365791321,0.8302170634269714,0.83260178565979,0.8305882811546326,0.8318845629692078,0.8343767523765564,0.8195978403091431,0.8244649767875671,0.8301219344139099,0.8317314982414246,0.8303480744361877,0.8237552642822266,0.8223903775215149,0.8329576849937439,0.8314130902290344,0.8295477628707886,0.8373939394950867,0.8426656126976013,0.8338986039161682,0.8261771202087402,0.8293123841285706,0.8271217942237854,0.8329198360443115,0.8309793472290039,0.8306300640106201,0.8225588798522949,0.8369024991989136,0.8274462223052979,0.8336294293403625,0.8295022249221802,0.8233767747879028,0.8345063328742981,0.8304099440574646,0.8247199654579163,0.8276178240776062,0.8327895998954773,0.8278527855873108,0.8215983510017395,0.8286416530609131,0.8289922475814819,0.8295557498931885,0.8272251486778259,0.8271101117134094,0.8287547826766968,0.8327124118804932,0.8345410823822021,0.8306071162223816,0.8250170946121216,0.8286722898483276,0.8269410729408264,0.830722451210022,0.8272363543510437,0.8335779309272766,0.837017297744751,0.8373940587043762,0.8302991390228271,0.8164649605751038,0.8326556086540222,0.834384024143219,0.8289167284965515,0.8370633125305176,0.8308359980583191,0.826114296913147,0.826712965965271,0.8301944732666016,0.8312839865684509,0.8263699412345886,0.8304784893989563,0.8356274366378784,0.8314452171325684,0.8267838358879089,0.8330028057098389,0.8280961513519287,0.8340181112289429,0.8347026109695435,0.8334091305732727,0.8282300233840942,0.8239306211471558,0.8389873504638672,0.8303965330123901,0.8277658820152283,0.8270609378814697
9,3.8,,0.8486753106117249,0.845505952835083,0.8464637994766235,0.846020519733429,0.8483463525772095,0.8454187512397766,0.8457261919975281,0.8511465191841125,0.8446957468986511,0.8524467945098877,0.8472484350204468,0.8430134057998657,0.8501008152961731,0.8472704887390137,0.8439978957176208,0.8506600856781006,0.846527099609375,0.846466600894928,0.849208652973175,0.8440899848937988,0.8510303497314453,0.8518844842910767,0.8559157252311707,0.8499436974525452,0.8463402986526489,0.8441437482833862,0.8465977907180786,0.8399834036827087,0.8447862267494202,0.8490164875984192,0.8541899919509888,0.8482082486152649,0.8459588885307312,0.8466892838478088,0.8430830836296082,0.8512187004089355,0.852618932723999,0.8439449667930603,0.8436078429222107,0.84888756275177,0.8447921872138977,0.8527075052261353,0.8460118770599365,0.8424859046936035,0.8472821116447449,0.8459535837173462,0.8510820269584656,0.8539295196533203,0.840829074382782,0.8497807383537292,0.8437262177467346,0.8484026789665222,0.8515181541442871,0.8490999937057495,0.8408324122428894,0.8430848717689514,0.8414477109909058,0.8417320251464844,0.8467932939529419,0.8461476564407349,0.8390587568283081,0.8474606871604919,0.841871976852417,0.848345160484314,0.8437087535858154,0.8437785506248474,0.8443620800971985,0.8504648804664612,0.8438663482666016,0.8491649031639099,0.84197598695755,0.8429654836654663,0.8487036824226379,0.8536921739578247,0.8529501557350159,0.8482086658477783,0.8367921710014343,0.8544781804084778,0.8390017151832581,0.8474761247634888,0.8449708223342896,0.8526001572608948,0.8440344929695129,0.8482834696769714,0.8488690853118896,0.8513033390045166,0.8503652215003967,0.8445339202880859,0.847834587097168,0.849948525428772,0.8445919156074524,0.8422114849090576,0.8530599474906921,0.8507691025733948,0.850452721118927,0.8503352999687195,0.8540318608283997,0.850795328617096,0.8461105227470398,0.8478934168815613
10,4.0,,0.8625677824020386,0.8623833060264587,0.8643293380737305,0.8685446977615356,0.8678767681121826,0.85532546043396,0.8620205521583557,0.8592857122421265,0.8635070323944092,0.8662324547767639,0.8570516705513,0.8575155735015869,0.858580470085144,0.8634820580482483,0.8588310480117798,0.8600770235061646,0.8655431866645813,0.8633168339729309,0.8580919504165649,0.8566241264343262,0.8653329610824585,0.859712541103363,0.8621349930763245,0.8618689775466919,0.8593107461929321,0.8610284924507141,0.8658739328384399,0.8659640550613403,0.8549141883850098,0.856869101524353,0.8648805618286133,0.8579313158988953,0.8610831499099731,0.8626903891563416,0.8588268756866455,0.8635361194610596,0.8666374683380127,0.8600335121154785,0.8585443496704102,0.8602675199508667,0.8586953282356262,0.8641209602355957,0.8637268543243408,0.8632060885429382,0.8512091040611267,0.8630487322807312,0.8668897747993469,0.8676699995994568,0.8640702962875366,0.8613601326942444,0.8613375425338745,0.8541889190673828,0.8593042492866516,0.8575288653373718,0.8604570627212524,0.861787736415863,0.8626052141189575,0.8621233105659485,0.8651963472366333,0.8604838848114014,0.8629171252250671,0.8625920414924622,0.8589361906051636,0.8646013736724854,0.8588643670082092,0.8631364107131958,0.8649047613143921,0.8621065616607666,0.8635509610176086,0.8636872172355652,0.8642691969871521,0.8605878949165344,0.8665739297866821,0.8650171160697937,0.8718969225883484,0.8610276579856873,0.8666146397590637,0.8575921654701233,0.859515368938446,0.8635825514793396,0.8570934534072876,0.8562461137771606,0.8651759624481201,0.8649450540542603,0.855261504650116,0.8595840930938721,0.8620514869689941,0.8626338243484497,0.8594313263893127,0.8580154180526733,0.8661096692085266,0.8551650047302246,0.8616040349006653,0.8701779246330261,0.8567079901695251,0.859612226486206,0.8601081967353821,0.8622562289237976,0.866485595703125,0.8628560304641724
