CMDLINE python demo_DEQ.py
MEM 1063.890625 1727969333.9594
MEM 1063.890625 1727969334.0597
MEM 1063.890625 1727969334.1600
MEM 1063.890625 1727969334.2602
MEM 1144.253906 1727969334.3605
MEM 1186.191406 1727969334.4608
MEM 1186.191406 1727969334.5612
MEM 1186.191406 1727969334.6615
MEM 1186.191406 1727969334.7618
MEM 1186.191406 1727969334.8621
MEM 1186.191406 1727969334.9624
MEM 1218.730469 1727969335.0627
MEM 1282.906250 1727969335.1630
MEM 1282.906250 1727969335.2633
MEM 1282.933594 1727969335.3636
MEM 1282.933594 1727969335.4639
MEM 1282.933594 1727969335.5642
MEM 1282.933594 1727969335.6646
MEM 1282.933594 1727969335.7649
MEM 1282.933594 1727969335.8652
MEM 1282.933594 1727969335.9655
MEM 1282.933594 1727969336.0658
MEM 1282.933594 1727969336.1660
MEM 1282.933594 1727969336.2663
MEM 1282.933594 1727969336.3666
MEM 1282.996094 1727969336.4668
MEM 1282.996094 1727969336.5671
MEM 1282.996094 1727969336.6674
MEM 1282.996094 1727969336.7676
MEM 1282.996094 1727969336.8679
MEM 1282.996094 1727969336.9681
MEM 1282.996094 1727969337.0684
MEM 1282.996094 1727969337.1686
MEM 1282.996094 1727969337.2689
MEM 1282.996094 1727969337.3692
MEM 1282.996094 1727969337.4695
MEM 1282.996094 1727969337.5698
MEM 1282.996094 1727969337.6701
MEM 1283.042969 1727969337.7705
MEM 1283.042969 1727969337.8708
MEM 1283.042969 1727969337.9711
MEM 1283.042969 1727969338.0713
MEM 1283.042969 1727969338.1716
MEM 1283.042969 1727969338.2719
MEM 1283.265625 1727969338.3722
MEM 1283.265625 1727969338.4725
MEM 1283.265625 1727969338.5728
MEM 1283.265625 1727969338.6731
MEM 1283.265625 1727969338.7733
MEM 1283.265625 1727969338.8736
MEM 1283.265625 1727969338.9739
MEM 1285.585938 1727969339.0742
MEM 1283.308594 1727969339.1745
MEM 1283.308594 1727969339.2748
MEM 1283.308594 1727969339.3751
MEM 1283.308594 1727969339.4753
MEM 1283.308594 1727969339.5756
MEM 1283.308594 1727969339.6759
MEM 1283.308594 1727969339.7762
MEM 1283.308594 1727969339.8765
MEM 1283.308594 1727969339.9768
MEM 1283.308594 1727969340.0771
MEM 1283.308594 1727969340.1774
MEM 1283.308594 1727969340.2777
MEM 1283.308594 1727969340.3780
MEM 1283.339844 1727969340.4783
MEM 1283.339844 1727969340.5786
MEM 1283.339844 1727969340.6788
MEM 1283.339844 1727969340.7790
MEM 1283.339844 1727969340.8793
MEM 1283.339844 1727969340.9796
MEM 1283.339844 1727969341.0798
MEM 1283.339844 1727969341.1801
MEM 1283.339844 1727969341.2804
MEM 1283.339844 1727969341.3807
MEM 1283.339844 1727969341.4810
MEM 1283.339844 1727969341.5812
MEM 1283.339844 1727969341.6814
MEM 1283.398438 1727969341.7817
MEM 1283.398438 1727969341.8820
MEM 1283.398438 1727969341.9823
MEM 1283.398438 1727969342.0826
MEM 1283.398438 1727969342.1828
MEM 1283.398438 1727969342.2830
MEM 1283.410156 1727969342.3834
MEM 1283.410156 1727969342.4837
MEM 1283.410156 1727969342.5839
MEM 1283.410156 1727969342.6841
MEM 1283.410156 1727969342.7844
MEM 1283.410156 1727969342.8846
MEM 1283.410156 1727969342.9849
MEM 1283.410156 1727969343.0852
MEM 1283.429688 1727969343.1855
MEM 1283.429688 1727969343.2857
MEM 1283.429688 1727969343.3860
MEM 1283.429688 1727969343.4863
MEM 1283.429688 1727969343.5865
MEM 1283.429688 1727969343.6868
MEM 1283.429688 1727969343.7870
MEM 1283.429688 1727969343.8873
MEM 1283.429688 1727969343.9876
MEM 1283.429688 1727969344.0879
MEM 1283.429688 1727969344.1881
MEM 1283.429688 1727969344.2883
MEM 1283.429688 1727969344.3886
MEM 1283.429688 1727969344.4890
MEM 1283.429688 1727969344.5892
MEM 1283.429688 1727969344.6895
MEM 1283.429688 1727969344.7897
MEM 1283.429688 1727969344.8900
MEM 1283.429688 1727969344.9902
MEM 1283.429688 1727969345.0905
MEM 1283.429688 1727969345.1908
MEM 1283.429688 1727969345.2911
MEM 1283.429688 1727969345.3914
MEM 1283.429688 1727969345.4917
MEM 1283.429688 1727969345.5919
MEM 1283.429688 1727969345.6921
MEM 1284.929688 1727969345.7924
MEM 1283.429688 1727969345.8927
MEM 1283.429688 1727969345.9930
MEM 1283.429688 1727969346.0932
MEM 1283.429688 1727969346.1934
MEM 1283.429688 1727969346.2937
MEM 1283.429688 1727969346.3939
MEM 1283.429688 1727969346.4942
MEM 1283.429688 1727969346.5945
MEM 1283.429688 1727969346.6947
MEM 1283.429688 1727969346.7949
MEM 1283.429688 1727969346.8952
MEM 1283.429688 1727969346.9955
MEM 1283.429688 1727969347.0958
MEM 1283.429688 1727969347.1961
MEM 1283.429688 1727969347.2964
MEM 1283.429688 1727969347.3966
MEM 1283.429688 1727969347.4969
MEM 1283.429688 1727969347.5972
MEM 1283.429688 1727969347.6974
MEM 1283.429688 1727969347.7976
MEM 1283.429688 1727969347.8979
MEM 1283.429688 1727969347.9981
MEM 1283.429688 1727969348.0984
MEM 1283.429688 1727969348.1987
MEM 1283.429688 1727969348.2989
MEM 1283.429688 1727969348.3992
MEM 1283.429688 1727969348.4995
MEM 1283.429688 1727969348.5997
MEM 1283.429688 1727969348.7000
MEM 1283.429688 1727969348.8002
MEM 1283.429688 1727969348.9005
MEM 1283.429688 1727969349.0007
MEM 1283.429688 1727969349.1009
MEM 1283.429688 1727969349.2011
MEM 1283.429688 1727969349.3014
MEM 1283.429688 1727969349.4016
MEM 1283.429688 1727969349.5019
MEM 1283.429688 1727969349.6022
MEM 1283.429688 1727969349.7025
MEM 1283.453125 1727969349.8028
MEM 1283.453125 1727969349.9030
MEM 1283.453125 1727969350.0034
MEM 1283.453125 1727969350.1036
MEM 1283.453125 1727969350.2038
MEM 1283.453125 1727969350.3041
MEM 1283.453125 1727969350.4044
MEM 1283.453125 1727969350.5047
MEM 1283.453125 1727969350.6049
MEM 1283.453125 1727969350.7051
MEM 1283.453125 1727969350.8054
MEM 1283.453125 1727969350.9057
MEM 1283.453125 1727969351.0059
MEM 1283.480469 1727969351.1062
MEM 1283.480469 1727969351.2065
MEM 1283.480469 1727969351.3067
MEM 1283.480469 1727969351.4070
MEM 1283.480469 1727969351.5073
MEM 1283.480469 1727969351.6075
MEM 1283.480469 1727969351.7078
MEM 1283.480469 1727969351.8080
MEM 1283.480469 1727969351.9083
MEM 1283.480469 1727969352.0086
MEM 1283.480469 1727969352.1088
MEM 1283.480469 1727969352.2091
MEM 1283.480469 1727969352.3093
MEM 1283.531250 1727969352.4096
MEM 1283.531250 1727969352.5099
MEM 1283.531250 1727969352.6101
MEM 1283.531250 1727969352.7104
MEM 1283.531250 1727969352.8106
MEM 1283.531250 1727969352.9109
MEM 1283.531250 1727969353.0111
MEM 1283.531250 1727969353.1113
MEM 1283.531250 1727969353.2116
MEM 1283.531250 1727969353.3119
MEM 1283.531250 1727969353.4121
MEM 1283.531250 1727969353.5124
MEM 1283.531250 1727969353.6127
MEM 1283.570312 1727969353.7129
MEM 1283.570312 1727969353.8132
MEM 1283.570312 1727969353.9135
MEM 1283.570312 1727969354.0138
MEM 1283.570312 1727969354.1140
MEM 1283.570312 1727969354.2143
MEM 1283.570312 1727969354.3145
MEM 1283.570312 1727969354.4148
MEM 1283.570312 1727969354.5150
MEM 1283.570312 1727969354.6153
MEM 1283.570312 1727969354.7156
MEM 1283.570312 1727969354.8158
MEM 1283.570312 1727969354.9161
MEM 1283.570312 1727969355.0164
MEM 1283.609375 1727969355.1167
MEM 1283.609375 1727969355.2170
MEM 1283.609375 1727969355.3172
MEM 1283.609375 1727969355.4175
MEM 1283.609375 1727969355.5177
MEM 1283.609375 1727969355.6180
MEM 1283.609375 1727969355.7183
MEM 1283.609375 1727969355.8186
MEM 1283.609375 1727969355.9189
MEM 1283.609375 1727969356.0191
MEM 1283.609375 1727969356.1194
MEM 1283.609375 1727969356.2196
MEM 1283.609375 1727969356.3199
MEM 1283.652344 1727969356.4202
MEM 1283.652344 1727969356.5205
MEM 1283.652344 1727969356.6207
MEM 1283.652344 1727969356.7209
MEM 1283.652344 1727969356.8211
MEM 1283.652344 1727969356.9214
MEM 1283.703125 1727969357.0216
MEM 1283.703125 1727969357.1219
MEM 1283.703125 1727969357.2222
MEM 1283.703125 1727969357.3224
MEM 1283.703125 1727969357.4227
MEM 1283.703125 1727969357.5230
MEM 1283.703125 1727969357.6233
MEM 1283.750000 1727969357.7236
MEM 1283.750000 1727969357.8239
MEM 1283.750000 1727969357.9242
MEM 1283.750000 1727969358.0245
MEM 1283.750000 1727969358.1248
MEM 1283.750000 1727969358.2251
MEM 1283.750000 1727969358.3254
MEM 1283.750000 1727969358.4256
MEM 1283.750000 1727969358.5259
MEM 1283.750000 1727969358.6262
MEM 1283.750000 1727969358.7264
MEM 1283.750000 1727969358.8267
MEM 1283.750000 1727969358.9271
MEM 1283.765625 1727969359.0274
MEM 1283.765625 1727969359.1277
MEM 1283.765625 1727969359.2280
MEM 1283.765625 1727969359.3282
MEM 1283.765625 1727969359.4286
MEM 1283.765625 1727969359.5288
MEM 1283.765625 1727969359.6291
MEM 1283.765625 1727969359.7293
MEM 1283.765625 1727969359.8296
MEM 1283.765625 1727969359.9300
MEM 1283.765625 1727969360.0303
MEM 1283.765625 1727969360.1305
MEM 1283.765625 1727969360.2308
MEM 1283.765625 1727969360.3311
MEM 1283.765625 1727969360.4314
MEM 1283.765625 1727969360.5318
MEM 1283.765625 1727969360.6320
MEM 1283.765625 1727969360.7323
MEM 1283.765625 1727969360.8327
MEM 1283.765625 1727969360.9330
MEM 1283.765625 1727969361.0331
MEM 1283.765625 1727969361.1334
MEM 1283.765625 1727969361.2337
MEM 1283.765625 1727969361.3340
MEM 1283.765625 1727969361.4342
MEM 1283.765625 1727969361.5346
MEM 1283.765625 1727969361.6348
MEM 1283.765625 1727969361.7351
MEM 1283.765625 1727969361.8354
MEM 1283.765625 1727969361.9357
MEM 1283.765625 1727969362.0360
MEM 1283.765625 1727969362.1363
MEM 1283.765625 1727969362.2366
MEM 1283.765625 1727969362.3368
MEM 1283.765625 1727969362.4371
MEM 1283.765625 1727969362.5374
MEM 1283.765625 1727969362.6377
MEM 1283.765625 1727969362.7380
MEM 1283.765625 1727969362.8383
MEM 1283.765625 1727969362.9386
MEM 1283.765625 1727969363.0389
MEM 1283.765625 1727969363.1392
MEM 1283.765625 1727969363.2395
MEM 1283.765625 1727969363.3398
MEM 1283.765625 1727969363.4401
MEM 1283.765625 1727969363.5404
MEM 1283.765625 1727969363.6407
MEM 1283.765625 1727969363.7410
MEM 1283.765625 1727969363.8413
MEM 1283.765625 1727969363.9416
MEM 1283.765625 1727969364.0419
MEM 1283.765625 1727969364.1422
MEM 1283.765625 1727969364.2425
MEM 1283.765625 1727969364.3428
MEM 1283.765625 1727969364.4431
MEM 1283.765625 1727969364.5433
MEM 1283.765625 1727969364.6436
MEM 1283.765625 1727969364.7439
MEM 1283.765625 1727969364.8442
MEM 1283.765625 1727969364.9445
MEM 1283.765625 1727969365.0448
MEM 1283.765625 1727969365.1451
MEM 1283.765625 1727969365.2453
MEM 1283.765625 1727969365.3457
MEM 1283.765625 1727969365.4460
MEM 1283.765625 1727969365.5462
MEM 1283.765625 1727969365.6465
MEM 1283.765625 1727969365.7468
MEM 1283.765625 1727969365.8471
MEM 1283.765625 1727969365.9474
MEM 1283.765625 1727969366.0476
MEM 1283.765625 1727969366.1479
MEM 1283.765625 1727969366.2482
MEM 1283.765625 1727969366.3485
MEM 1283.765625 1727969366.4488
MEM 1283.765625 1727969366.5490
MEM 1283.765625 1727969366.6493
MEM 1283.765625 1727969366.7496
MEM 1283.765625 1727969366.8498
MEM 1283.765625 1727969366.9501
MEM 1283.765625 1727969367.0504
MEM 1283.765625 1727969367.1507
MEM 1283.765625 1727969367.2510
MEM 1283.765625 1727969367.3513
MEM 1283.765625 1727969367.4516
MEM 1283.765625 1727969367.5519
MEM 1283.765625 1727969367.6522
MEM 1283.765625 1727969367.7525
MEM 1283.765625 1727969367.8528
MEM 1283.765625 1727969367.9531
MEM 1283.765625 1727969368.0535
MEM 1283.765625 1727969368.1538
MEM 1283.765625 1727969368.2541
MEM 1283.765625 1727969368.3543
MEM 1283.765625 1727969368.4547
MEM 1283.765625 1727969368.5550
MEM 1283.765625 1727969368.6553
MEM 1283.765625 1727969368.7555
MEM 1283.765625 1727969368.8557
MEM 1283.765625 1727969368.9560
MEM 1283.765625 1727969369.0563
MEM 1283.765625 1727969369.1566
MEM 1283.765625 1727969369.2569
MEM 1283.765625 1727969369.3572
MEM 1283.765625 1727969369.4575
MEM 1283.765625 1727969369.5579
MEM 1283.765625 1727969369.6582
MEM 1283.765625 1727969369.7585
MEM 1283.765625 1727969369.8588
MEM 1283.765625 1727969369.9591
MEM 1283.765625 1727969370.0594
MEM 1283.765625 1727969370.1598
MEM 1283.765625 1727969370.2601
MEM 1283.765625 1727969370.3604
MEM 1283.765625 1727969370.4607
MEM 1283.765625 1727969370.5610
MEM 1283.765625 1727969370.6612
MEM 1283.765625 1727969370.7615
MEM 1283.765625 1727969370.8618
MEM 1283.765625 1727969370.9621
MEM 1283.765625 1727969371.0623
MEM 1283.765625 1727969371.1626
MEM 1283.765625 1727969371.2630
MEM 1283.765625 1727969371.3632
MEM 1283.765625 1727969371.4635
MEM 1283.765625 1727969371.5638
MEM 1283.765625 1727969371.6641
MEM 1283.765625 1727969371.7644
MEM 1283.765625 1727969371.8646
MEM 1283.765625 1727969371.9649
MEM 1283.765625 1727969372.0652
MEM 1283.765625 1727969372.1655
MEM 1283.765625 1727969372.2658
MEM 1283.765625 1727969372.3660
MEM 1283.765625 1727969372.4663
MEM 1283.765625 1727969372.5666
MEM 1283.765625 1727969372.6669
MEM 1283.769531 1727969372.7673
MEM 1283.769531 1727969372.8675
MEM 1283.769531 1727969372.9679
MEM 1283.769531 1727969373.0682
MEM 1283.769531 1727969373.1685
MEM 1283.769531 1727969373.2688
MEM 1283.769531 1727969373.3690
MEM 1283.769531 1727969373.4692
MEM 1283.769531 1727969373.5695
MEM 1283.769531 1727969373.6698
MEM 1283.769531 1727969373.7701
MEM 1283.769531 1727969373.8704
MEM 1283.769531 1727969373.9707
MEM 1283.769531 1727969374.0710
MEM 1283.789062 1727969374.1713
MEM 1283.789062 1727969374.2716
MEM 1283.789062 1727969374.3718
MEM 1283.789062 1727969374.4721
MEM 1283.789062 1727969374.5724
MEM 1283.789062 1727969374.6727
MEM 1283.789062 1727969374.7729
MEM 1283.789062 1727969374.8732
MEM 1283.789062 1727969374.9735
MEM 1283.789062 1727969375.0739
MEM 1283.789062 1727969375.1742
MEM 1283.789062 1727969375.2745
MEM 1283.789062 1727969375.3747
MEM 1283.789062 1727969375.4750
MEM 1286.250000 1727969375.5753
MEM 1286.433594 1727969375.6756
MEM 1312.531250 1727969375.7759
MEM 1312.843750 1727969375.8762
MEM 1313.410156 1727969375.9765
MEM 1313.410156 1727969376.0768
MEM 1313.460938 1727969376.1771
MEM 1313.460938 1727969376.2774
MEM 1313.460938 1727969376.3777
MEM 1313.460938 1727969376.4780
MEM 1313.460938 1727969376.5783
MEM 1313.460938 1727969376.6786
MEM 1313.460938 1727969376.7789
MEM 1313.531250 1727969376.8791
MEM 1313.531250 1727969376.9794
MEM 1313.531250 1727969377.0798
MEM 1313.531250 1727969377.1801
MEM 1313.531250 1727969377.2804
MEM 1313.531250 1727969377.3806
MEM 1313.531250 1727969377.4810
MEM 1313.531250 1727969377.5814
MEM 1313.531250 1727969377.6817
MEM 1313.531250 1727969377.7820
MEM 1313.531250 1727969377.8823
MEM 1313.531250 1727969377.9826
MEM 1313.531250 1727969378.0830
MEM 1313.531250 1727969378.1832
MEM 1313.531250 1727969378.2835
MEM 1313.531250 1727969378.3838
MEM 1313.531250 1727969378.4841
MEM 1313.531250 1727969378.5844
MEM 1313.531250 1727969378.6847
MEM 1313.531250 1727969378.7850
MEM 1313.531250 1727969378.8852
MEM 1313.531250 1727969378.9855
MEM 1313.531250 1727969379.0859
MEM 1313.531250 1727969379.1862
MEM 1313.531250 1727969379.2865
MEM 1313.531250 1727969379.3868
MEM 1313.531250 1727969379.4871
MEM 1313.531250 1727969379.5874
MEM 1313.531250 1727969379.6877
MEM 1313.531250 1727969379.7881
MEM 1313.531250 1727969379.8883
MEM 1313.531250 1727969379.9887
MEM 1313.531250 1727969380.0890
MEM 1313.531250 1727969380.1893
MEM 1313.531250 1727969380.2896
MEM 1313.531250 1727969380.3899
MEM 1313.531250 1727969380.4902
MEM 1313.531250 1727969380.5905
MEM 1313.531250 1727969380.6908
MEM 1313.531250 1727969380.7911
MEM 1313.531250 1727969380.8914
MEM 1313.531250 1727969380.9917
MEM 1313.531250 1727969381.0920
MEM 1313.531250 1727969381.1923
MEM 1313.531250 1727969381.2926
MEM 1313.531250 1727969381.3929
MEM 1313.531250 1727969381.4932
MEM 1313.531250 1727969381.5935
MEM 1313.531250 1727969381.6938
MEM 1313.531250 1727969381.7941
MEM 1313.531250 1727969381.8945
MEM 1313.531250 1727969381.9948
MEM 1313.531250 1727969382.0951
MEM 1313.531250 1727969382.1954
MEM 1313.531250 1727969382.2958
MEM 1313.531250 1727969382.3961
MEM 1313.531250 1727969382.4964
MEM 1313.531250 1727969382.5968
MEM 1313.531250 1727969382.6972
MEM 1313.531250 1727969382.7975
MEM 1313.531250 1727969382.8978
MEM 1313.531250 1727969382.9981
MEM 1313.531250 1727969383.0985
MEM 1313.531250 1727969383.1988
MEM 1313.531250 1727969383.2991
MEM 1313.531250 1727969383.3994
MEM 1313.531250 1727969383.4998
MEM 1313.531250 1727969383.6001
MEM 1313.531250 1727969383.7004
MEM 1313.531250 1727969383.8008
MEM 1313.531250 1727969383.9011
MEM 1313.531250 1727969384.0014
MEM 1313.531250 1727969384.1017
MEM 1313.531250 1727969384.2021
MEM 1313.531250 1727969384.3024
MEM 1313.531250 1727969384.4027
MEM 1313.531250 1727969384.5030
MEM 1313.531250 1727969384.6033
MEM 1313.531250 1727969384.7036
MEM 1313.531250 1727969384.8039
MEM 1313.531250 1727969384.9042
MEM 1313.531250 1727969385.0045
MEM 1313.531250 1727969385.1048
MEM 1313.531250 1727969385.2052
MEM 1313.531250 1727969385.3055
MEM 1313.531250 1727969385.4059
MEM 1313.531250 1727969385.5062
MEM 1313.531250 1727969385.6065
MEM 1313.531250 1727969385.7068
MEM 1313.531250 1727969385.8071
MEM 1313.531250 1727969385.9074
MEM 1313.531250 1727969386.0078
MEM 1313.531250 1727969386.1081
MEM 1313.531250 1727969386.2084
MEM 1313.531250 1727969386.3087
MEM 1313.531250 1727969386.4090
MEM 1313.531250 1727969386.5094
MEM 1313.531250 1727969386.6097
MEM 1313.531250 1727969386.7101
MEM 1313.531250 1727969386.8104
MEM 1313.531250 1727969386.9108
MEM 1313.531250 1727969387.0111
MEM 1313.531250 1727969387.1114
MEM 1313.531250 1727969387.2119
MEM 1313.531250 1727969387.3123
MEM 1313.531250 1727969387.4126
MEM 1313.531250 1727969387.5131
MEM 1313.531250 1727969387.6134
MEM 1313.531250 1727969387.7137
MEM 1313.531250 1727969387.8140
MEM 1313.531250 1727969387.9144
MEM 1313.531250 1727969388.0147
MEM 1313.531250 1727969388.1149
MEM 1313.531250 1727969388.2153
MEM 1313.531250 1727969388.3156
MEM 1313.531250 1727969388.4159
MEM 1313.531250 1727969388.5162
MEM 1313.531250 1727969388.6165
MEM 1313.531250 1727969388.7168
MEM 1313.531250 1727969388.8171
MEM 1313.531250 1727969388.9174
MEM 1313.531250 1727969389.0177
MEM 1313.531250 1727969389.1179
MEM 1313.531250 1727969389.2182
MEM 1313.531250 1727969389.3185
MEM 1313.531250 1727969389.4188
MEM 1313.531250 1727969389.5191
MEM 1313.531250 1727969389.6194
MEM 1313.531250 1727969389.7197
MEM 1313.531250 1727969389.8200
MEM 1313.531250 1727969389.9203
MEM 1313.531250 1727969390.0206
MEM 1313.531250 1727969390.1209
MEM 1313.531250 1727969390.2212
MEM 1313.531250 1727969390.3215
MEM 1313.531250 1727969390.4218
MEM 1313.531250 1727969390.5221
MEM 1313.531250 1727969390.6224
MEM 1313.531250 1727969390.7227
MEM 1313.531250 1727969390.8230
MEM 1313.531250 1727969390.9233
MEM 1313.531250 1727969391.0236
MEM 1313.531250 1727969391.1239
MEM 1313.531250 1727969391.2242
MEM 1313.531250 1727969391.3245
MEM 1313.531250 1727969391.4249
MEM 1313.531250 1727969391.5252
MEM 1313.531250 1727969391.6255
MEM 1313.531250 1727969391.7258
MEM 1313.531250 1727969391.8261
MEM 1313.531250 1727969391.9264
MEM 1313.531250 1727969392.0266
MEM 1313.531250 1727969392.1269
MEM 1313.531250 1727969392.2271
MEM 1313.531250 1727969392.3274
MEM 1313.531250 1727969392.4277
MEM 1313.531250 1727969392.5281
MEM 1313.531250 1727969392.6283
MEM 1313.531250 1727969392.7286
MEM 1313.531250 1727969392.8289
MEM 1313.531250 1727969392.9293
MEM 1313.531250 1727969393.0296
MEM 1313.531250 1727969393.1299
MEM 1313.531250 1727969393.2302
MEM 1313.531250 1727969393.3305
MEM 1313.531250 1727969393.4308
MEM 1313.531250 1727969393.5312
MEM 1313.531250 1727969393.6314
MEM 1313.531250 1727969393.7316
MEM 1313.531250 1727969393.8319
MEM 1313.531250 1727969393.9321
MEM 1313.531250 1727969394.0324
MEM 1313.531250 1727969394.1327
MEM 1313.531250 1727969394.2330
MEM 1313.531250 1727969394.3332
MEM 1313.531250 1727969394.4335
MEM 1313.531250 1727969394.5338
MEM 1313.531250 1727969394.6342
MEM 1313.531250 1727969394.7345
MEM 1313.531250 1727969394.8349
MEM 1313.531250 1727969394.9352
MEM 1313.531250 1727969395.0356
MEM 1313.531250 1727969395.1359
MEM 1313.531250 1727969395.2361
MEM 1313.531250 1727969395.3365
MEM 1313.531250 1727969395.4368
MEM 1313.531250 1727969395.5371
MEM 1313.531250 1727969395.6374
MEM 1313.531250 1727969395.7377
MEM 1313.531250 1727969395.8380
MEM 1313.531250 1727969395.9383
MEM 1313.531250 1727969396.0386
MEM 1313.531250 1727969396.1389
MEM 1313.531250 1727969396.2392
MEM 1313.531250 1727969396.3395
MEM 1313.531250 1727969396.4398
MEM 1313.531250 1727969396.5401
MEM 1313.531250 1727969396.6404
MEM 1313.531250 1727969396.7407
MEM 1313.531250 1727969396.8411
MEM 1313.531250 1727969396.9414
MEM 1313.531250 1727969397.0417
MEM 1313.531250 1727969397.1420
MEM 1313.531250 1727969397.2422
MEM 1313.531250 1727969397.3425
MEM 1313.531250 1727969397.4428
MEM 1313.531250 1727969397.5432
MEM 1313.531250 1727969397.6435
MEM 1313.531250 1727969397.7438
MEM 1313.531250 1727969397.8441
MEM 1313.531250 1727969397.9445
MEM 1313.531250 1727969398.0448
MEM 1313.531250 1727969398.1451
MEM 1313.531250 1727969398.2454
MEM 1313.531250 1727969398.3457
MEM 1313.531250 1727969398.4460
MEM 1313.531250 1727969398.5463
MEM 1313.531250 1727969398.6466
MEM 1313.531250 1727969398.7468
MEM 1313.531250 1727969398.8471
MEM 1313.531250 1727969398.9474
MEM 1313.531250 1727969399.0478
MEM 1313.531250 1727969399.1481
MEM 1313.531250 1727969399.2484
MEM 1313.531250 1727969399.3487
MEM 1313.531250 1727969399.4490
MEM 1313.531250 1727969399.5493
MEM 1313.531250 1727969399.6496
MEM 1313.531250 1727969399.7499
MEM 1313.531250 1727969399.8502
MEM 1313.531250 1727969399.9506
MEM 1313.531250 1727969400.0509
MEM 1313.531250 1727969400.1511
MEM 1313.531250 1727969400.2515
MEM 1313.531250 1727969400.3518
MEM 1313.531250 1727969400.4521
MEM 1313.531250 1727969400.5524
MEM 1313.531250 1727969400.6527
MEM 1313.531250 1727969400.7530
MEM 1313.531250 1727969400.8533
MEM 1313.531250 1727969400.9536
MEM 1313.531250 1727969401.0539
MEM 1313.531250 1727969401.1542
MEM 1313.531250 1727969401.2544
MEM 1313.531250 1727969401.3547
MEM 1313.531250 1727969401.4550
MEM 1313.531250 1727969401.5553
MEM 1313.531250 1727969401.6556
MEM 1313.531250 1727969401.7558
MEM 1313.531250 1727969401.8561
MEM 1313.531250 1727969401.9564
MEM 1313.531250 1727969402.0567
MEM 1313.531250 1727969402.1570
MEM 1313.531250 1727969402.2573
MEM 1313.531250 1727969402.3575
MEM 1313.531250 1727969402.4578
MEM 1313.531250 1727969402.5581
MEM 1313.531250 1727969402.6584
MEM 1313.531250 1727969402.7587
MEM 1313.531250 1727969402.8590
MEM 1313.531250 1727969402.9593
MEM 1313.531250 1727969403.0596
MEM 1313.531250 1727969403.1599
MEM 1313.531250 1727969403.2603
MEM 1313.531250 1727969403.3605
MEM 1313.531250 1727969403.4608
MEM 1313.531250 1727969403.5611
MEM 1313.531250 1727969403.6614
MEM 1313.531250 1727969403.7617
MEM 1313.531250 1727969403.8620
MEM 1313.531250 1727969403.9622
MEM 1313.531250 1727969404.0625
MEM 1313.531250 1727969404.1628
MEM 1313.531250 1727969404.2631
MEM 1313.531250 1727969404.3634
MEM 1313.531250 1727969404.4636
