CMDLINE python demo_DEQ.py
MEM 1065.953125 1727969905.9779
MEM 1065.953125 1727969906.0782
MEM 1065.953125 1727969906.1784
MEM 1065.953125 1727969906.2787
MEM 1065.953125 1727969906.3789
MEM 1065.953125 1727969906.4792
MEM 1065.953125 1727969906.5794
MEM 1146.003906 1727969906.6798
MEM 1146.003906 1727969906.7800
MEM 1146.398438 1727969906.8802
MEM 1179.203125 1727969906.9806
MEM 1179.203125 1727969907.0808
MEM 1179.203125 1727969907.1811
MEM 1179.203125 1727969907.2813
MEM 1179.203125 1727969907.3816
MEM 1179.203125 1727969907.4818
MEM 1179.203125 1727969907.5821
MEM 1179.203125 1727969907.6823
MEM 1187.562500 1727969907.7826
MEM 1187.562500 1727969907.8829
MEM 1187.562500 1727969907.9831
MEM 1187.562500 1727969908.0834
MEM 1187.562500 1727969908.1836
MEM 1187.562500 1727969908.2839
MEM 1187.562500 1727969908.3842
MEM 1187.562500 1727969908.4844
MEM 1187.562500 1727969908.5847
MEM 1187.562500 1727969908.6850
MEM 1187.562500 1727969908.7853
MEM 1187.562500 1727969908.8855
MEM 1187.562500 1727969908.9858
MEM 1187.562500 1727969909.0861
MEM 1187.562500 1727969909.1864
MEM 1187.562500 1727969909.2867
MEM 1187.562500 1727969909.3870
MEM 1187.562500 1727969909.4872
MEM 1187.562500 1727969909.5875
MEM 1187.562500 1727969909.6878
MEM 1187.562500 1727969909.7880
MEM 1187.562500 1727969909.8883
MEM 1187.562500 1727969909.9886
MEM 1187.562500 1727969910.0888
MEM 1187.562500 1727969910.1891
MEM 1187.562500 1727969910.2894
MEM 1187.562500 1727969910.3896
MEM 1187.562500 1727969910.4899
MEM 1187.562500 1727969910.5902
MEM 1187.562500 1727969910.6904
MEM 1187.562500 1727969910.7907
MEM 1187.562500 1727969910.8909
MEM 1187.562500 1727969910.9912
MEM 1187.562500 1727969911.0914
MEM 1187.562500 1727969911.1917
MEM 1187.562500 1727969911.2920
MEM 1187.562500 1727969911.3923
MEM 1187.562500 1727969911.4926
MEM 1187.562500 1727969911.5928
MEM 1187.562500 1727969911.6931
MEM 1187.562500 1727969911.7933
MEM 1187.562500 1727969911.8936
MEM 1187.562500 1727969911.9939
MEM 1187.562500 1727969912.0941
MEM 1187.562500 1727969912.1944
MEM 1187.562500 1727969912.2946
MEM 1187.562500 1727969912.3949
MEM 1187.562500 1727969912.4952
MEM 1187.562500 1727969912.5954
MEM 1187.562500 1727969912.6957
MEM 1187.562500 1727969912.7960
MEM 1187.562500 1727969912.8963
MEM 1187.562500 1727969912.9965
MEM 1187.562500 1727969913.0968
MEM 1187.562500 1727969913.1971
MEM 1187.562500 1727969913.2973
MEM 1187.562500 1727969913.3976
MEM 1203.792969 1727969913.4979
MEM 1219.972656 1727969913.5982
MEM 1219.972656 1727969913.6985
MEM 1219.972656 1727969913.7989
MEM 1219.972656 1727969913.8992
MEM 1219.972656 1727969913.9995
MEM 1219.972656 1727969914.0998
MEM 1219.972656 1727969914.2000
MEM 1219.972656 1727969914.3004
MEM 1261.937500 1727969914.4007
MEM 1284.488281 1727969914.5011
MEM 1284.488281 1727969914.6013
MEM 1284.488281 1727969914.7016
MEM 1284.488281 1727969914.8018
MEM 1284.488281 1727969914.9021
MEM 1284.488281 1727969915.0024
MEM 1284.488281 1727969915.1026
MEM 1284.488281 1727969915.2029
MEM 1284.488281 1727969915.3032
MEM 1284.488281 1727969915.4035
MEM 1284.488281 1727969915.5038
MEM 1284.488281 1727969915.6040
MEM 1284.488281 1727969915.7043
MEM 1284.488281 1727969915.8046
MEM 1284.488281 1727969915.9049
MEM 1284.488281 1727969916.0052
MEM 1284.488281 1727969916.1055
MEM 1284.488281 1727969916.2058
MEM 1284.488281 1727969916.3061
MEM 1284.488281 1727969916.4064
MEM 1284.488281 1727969916.5067
MEM 1284.488281 1727969916.6070
MEM 1284.488281 1727969916.7073
MEM 1284.488281 1727969916.8075
MEM 1284.488281 1727969916.9078
MEM 1284.488281 1727969917.0081
MEM 1284.488281 1727969917.1083
MEM 1284.488281 1727969917.2086
MEM 1284.488281 1727969917.3089
MEM 1284.488281 1727969917.4091
MEM 1284.488281 1727969917.5094
MEM 1284.488281 1727969917.6096
MEM 1284.488281 1727969917.7100
MEM 1284.488281 1727969917.8103
MEM 1284.488281 1727969917.9107
MEM 1284.488281 1727969918.0109
MEM 1284.488281 1727969918.1112
MEM 1284.488281 1727969918.2114
MEM 1284.488281 1727969918.3117
MEM 1284.488281 1727969918.4120
MEM 1284.488281 1727969918.5122
MEM 1284.488281 1727969918.6125
MEM 1284.488281 1727969918.7128
MEM 1284.488281 1727969918.8131
MEM 1284.488281 1727969918.9134
MEM 1284.488281 1727969919.0137
MEM 1284.488281 1727969919.1141
MEM 1284.488281 1727969919.2143
MEM 1284.488281 1727969919.3146
MEM 1284.488281 1727969919.4150
MEM 1284.488281 1727969919.5153
MEM 1284.488281 1727969919.6155
MEM 1284.488281 1727969919.7159
MEM 1284.488281 1727969919.8161
MEM 1284.488281 1727969919.9164
MEM 1284.488281 1727969920.0167
MEM 1284.488281 1727969920.1170
MEM 1284.542969 1727969920.2172
MEM 1284.542969 1727969920.3175
MEM 1284.542969 1727969920.4178
MEM 1284.542969 1727969920.5181
MEM 1284.542969 1727969920.6183
MEM 1284.542969 1727969920.7186
MEM 1284.542969 1727969920.8189
MEM 1284.542969 1727969920.9192
MEM 1284.542969 1727969921.0195
MEM 1284.542969 1727969921.1198
MEM 1284.542969 1727969921.2201
MEM 1284.542969 1727969921.3203
MEM 1284.542969 1727969921.4206
MEM 1284.542969 1727969921.5209
MEM 1284.542969 1727969921.6211
MEM 1284.542969 1727969921.7214
MEM 1284.542969 1727969921.8217
MEM 1284.542969 1727969921.9220
MEM 1284.542969 1727969922.0223
MEM 1284.542969 1727969922.1225
MEM 1284.542969 1727969922.2228
MEM 1284.542969 1727969922.3230
MEM 1284.542969 1727969922.4233
MEM 1284.542969 1727969922.5235
MEM 1284.542969 1727969922.6238
MEM 1284.542969 1727969922.7240
MEM 1284.542969 1727969922.8243
MEM 1284.542969 1727969922.9246
MEM 1284.542969 1727969923.0248
MEM 1284.542969 1727969923.1251
MEM 1284.542969 1727969923.2253
MEM 1284.542969 1727969923.3256
MEM 1284.542969 1727969923.4258
MEM 1284.542969 1727969923.5261
MEM 1284.542969 1727969923.6264
MEM 1284.542969 1727969923.7266
MEM 1284.542969 1727969923.8269
MEM 1284.542969 1727969923.9272
MEM 1284.542969 1727969924.0275
MEM 1284.542969 1727969924.1278
MEM 1284.542969 1727969924.2281
MEM 1284.542969 1727969924.3283
MEM 1284.542969 1727969924.4287
MEM 1284.542969 1727969924.5289
MEM 1284.542969 1727969924.6292
MEM 1284.542969 1727969924.7294
MEM 1284.542969 1727969924.8297
MEM 1284.542969 1727969924.9300
MEM 1284.542969 1727969925.0302
MEM 1284.542969 1727969925.1305
MEM 1284.542969 1727969925.2308
MEM 1284.542969 1727969925.3310
MEM 1284.542969 1727969925.4313
MEM 1284.542969 1727969925.5315
MEM 1284.542969 1727969925.6318
MEM 1284.542969 1727969925.7321
MEM 1284.542969 1727969925.8323
MEM 1284.542969 1727969925.9326
MEM 1284.542969 1727969926.0328
MEM 1284.542969 1727969926.1331
MEM 1284.542969 1727969926.2333
MEM 1284.542969 1727969926.3336
MEM 1284.542969 1727969926.4339
MEM 1284.542969 1727969926.5341
MEM 1284.542969 1727969926.6344
MEM 1284.542969 1727969926.7346
MEM 1284.542969 1727969926.8349
MEM 1284.542969 1727969926.9351
MEM 1284.542969 1727969927.0354
MEM 1284.542969 1727969927.1356
MEM 1284.542969 1727969927.2359
MEM 1284.542969 1727969927.3362
MEM 1284.542969 1727969927.4364
MEM 1284.542969 1727969927.5367
MEM 1284.542969 1727969927.6369
MEM 1284.542969 1727969927.7371
MEM 1284.542969 1727969927.8374
MEM 1284.542969 1727969927.9377
MEM 1284.542969 1727969928.0379
MEM 1284.542969 1727969928.1382
MEM 1284.542969 1727969928.2384
MEM 1284.542969 1727969928.3387
MEM 1284.542969 1727969928.4389
MEM 1284.542969 1727969928.5392
MEM 1284.542969 1727969928.6394
MEM 1284.542969 1727969928.7397
MEM 1284.542969 1727969928.8400
MEM 1284.542969 1727969928.9403
MEM 1284.542969 1727969929.0406
MEM 1284.542969 1727969929.1409
MEM 1284.542969 1727969929.2411
MEM 1284.542969 1727969929.3414
MEM 1284.542969 1727969929.4417
MEM 1284.542969 1727969929.5420
MEM 1284.542969 1727969929.6422
MEM 1284.542969 1727969929.7425
MEM 1284.542969 1727969929.8427
MEM 1284.542969 1727969929.9430
MEM 1284.542969 1727969930.0433
MEM 1284.542969 1727969930.1436
MEM 1284.542969 1727969930.2438
MEM 1284.542969 1727969930.3441
MEM 1284.542969 1727969930.4444
MEM 1284.542969 1727969930.5447
MEM 1284.542969 1727969930.6450
MEM 1284.542969 1727969930.7452
MEM 1284.542969 1727969930.8455
MEM 1284.542969 1727969930.9458
MEM 1284.542969 1727969931.0461
MEM 1284.542969 1727969931.1463
MEM 1284.542969 1727969931.2466
MEM 1284.542969 1727969931.3468
MEM 1284.542969 1727969931.4471
MEM 1284.542969 1727969931.5473
MEM 1284.542969 1727969931.6476
MEM 1284.542969 1727969931.7478
MEM 1284.542969 1727969931.8482
MEM 1284.628906 1727969931.9485
MEM 1284.628906 1727969932.0488
MEM 1284.628906 1727969932.1491
MEM 1284.628906 1727969932.2493
MEM 1284.628906 1727969932.3496
MEM 1284.628906 1727969932.4499
MEM 1284.628906 1727969932.5501
MEM 1284.628906 1727969932.6504
MEM 1284.628906 1727969932.7507
MEM 1284.628906 1727969932.8510
MEM 1284.628906 1727969932.9512
MEM 1284.628906 1727969933.0515
MEM 1284.628906 1727969933.1518
MEM 1284.628906 1727969933.2520
MEM 1284.628906 1727969933.3524
MEM 1284.628906 1727969933.4526
MEM 1284.628906 1727969933.5529
MEM 1284.628906 1727969933.6532
MEM 1284.628906 1727969933.7535
MEM 1284.628906 1727969933.8538
MEM 1284.628906 1727969933.9541
MEM 1284.628906 1727969934.0544
MEM 1284.628906 1727969934.1547
MEM 1284.628906 1727969934.2550
MEM 1284.628906 1727969934.3552
MEM 1284.628906 1727969934.4556
MEM 1284.628906 1727969934.5558
MEM 1284.628906 1727969934.6561
MEM 1284.628906 1727969934.7563
MEM 1284.628906 1727969934.8566
MEM 1284.628906 1727969934.9569
MEM 1284.628906 1727969935.0572
MEM 1284.628906 1727969935.1574
MEM 1284.628906 1727969935.2577
MEM 1284.628906 1727969935.3581
MEM 1284.628906 1727969935.4583
MEM 1284.628906 1727969935.5586
MEM 1284.628906 1727969935.6589
MEM 1284.628906 1727969935.7592
MEM 1284.628906 1727969935.8594
MEM 1284.628906 1727969935.9598
MEM 1284.628906 1727969936.0600
MEM 1284.628906 1727969936.1603
MEM 1284.628906 1727969936.2606
MEM 1284.628906 1727969936.3608
MEM 1284.628906 1727969936.4612
MEM 1284.628906 1727969936.5615
MEM 1284.628906 1727969936.6618
MEM 1284.628906 1727969936.7620
MEM 1284.628906 1727969936.8623
MEM 1284.628906 1727969936.9626
MEM 1284.628906 1727969937.0628
MEM 1284.628906 1727969937.1631
MEM 1284.628906 1727969937.2634
MEM 1284.628906 1727969937.3637
MEM 1284.628906 1727969937.4640
MEM 1284.628906 1727969937.5642
MEM 1284.628906 1727969937.6645
MEM 1284.628906 1727969937.7648
MEM 1284.628906 1727969937.8651
MEM 1284.628906 1727969937.9653
MEM 1284.628906 1727969938.0656
MEM 1284.628906 1727969938.1659
MEM 1284.628906 1727969938.2661
MEM 1284.628906 1727969938.3664
MEM 1284.628906 1727969938.4666
MEM 1284.628906 1727969938.5669
MEM 1284.628906 1727969938.6671
MEM 1284.628906 1727969938.7674
MEM 1284.628906 1727969938.8677
MEM 1284.628906 1727969938.9680
MEM 1284.628906 1727969939.0683
MEM 1284.628906 1727969939.1686
MEM 1284.628906 1727969939.2689
MEM 1284.628906 1727969939.3692
MEM 1284.628906 1727969939.4695
MEM 1284.628906 1727969939.5698
MEM 1284.628906 1727969939.6701
MEM 1284.628906 1727969939.7703
MEM 1284.628906 1727969939.8706
MEM 1284.628906 1727969939.9709
MEM 1284.628906 1727969940.0712
MEM 1284.628906 1727969940.1714
MEM 1284.628906 1727969940.2717
MEM 1284.628906 1727969940.3720
MEM 1284.628906 1727969940.4723
MEM 1284.628906 1727969940.5725
MEM 1284.628906 1727969940.6728
MEM 1284.628906 1727969940.7731
MEM 1284.628906 1727969940.8733
MEM 1284.628906 1727969940.9736
MEM 1284.628906 1727969941.0739
MEM 1284.628906 1727969941.1743
MEM 1284.628906 1727969941.2746
MEM 1284.628906 1727969941.3750
MEM 1284.628906 1727969941.4753
MEM 1284.628906 1727969941.5756
MEM 1284.628906 1727969941.6760
MEM 1284.628906 1727969941.7763
MEM 1284.628906 1727969941.8766
MEM 1284.628906 1727969941.9769
MEM 1284.628906 1727969942.0773
MEM 1284.628906 1727969942.1776
MEM 1284.628906 1727969942.2779
MEM 1284.628906 1727969942.3781
MEM 1284.628906 1727969942.4784
MEM 1284.628906 1727969942.5788
MEM 1284.628906 1727969942.6791
MEM 1284.628906 1727969942.7793
MEM 1284.628906 1727969942.8796
MEM 1284.628906 1727969942.9799
MEM 1284.628906 1727969943.0801
MEM 1284.628906 1727969943.1804
MEM 1284.628906 1727969943.2807
MEM 1284.628906 1727969943.3810
MEM 1284.628906 1727969943.4812
MEM 1284.628906 1727969943.5816
MEM 1284.628906 1727969943.6819
MEM 1284.628906 1727969943.7822
MEM 1284.628906 1727969943.8826
MEM 1284.628906 1727969943.9829
MEM 1284.628906 1727969944.0832
MEM 1284.628906 1727969944.1834
MEM 1284.628906 1727969944.2837
MEM 1284.628906 1727969944.3841
MEM 1284.628906 1727969944.4844
MEM 1284.628906 1727969944.5847
MEM 1284.628906 1727969944.6850
MEM 1284.628906 1727969944.7853
MEM 1284.628906 1727969944.8856
MEM 1284.628906 1727969944.9859
MEM 1284.628906 1727969945.0863
MEM 1284.628906 1727969945.1866
MEM 1284.628906 1727969945.2870
MEM 1284.628906 1727969945.3872
MEM 1284.628906 1727969945.4876
MEM 1284.628906 1727969945.5879
MEM 1284.628906 1727969945.6882
MEM 1284.628906 1727969945.7886
MEM 1284.628906 1727969945.8889
MEM 1284.628906 1727969945.9892
MEM 1284.628906 1727969946.0896
MEM 1284.628906 1727969946.1899
MEM 1284.628906 1727969946.2902
MEM 1284.628906 1727969946.3905
MEM 1284.628906 1727969946.4908
MEM 1284.628906 1727969946.5912
MEM 1284.628906 1727969946.6915
MEM 1284.628906 1727969946.7918
MEM 1284.628906 1727969946.8921
MEM 1284.628906 1727969946.9925
MEM 1284.628906 1727969947.0928
MEM 1284.628906 1727969947.1932
MEM 1284.628906 1727969947.2935
MEM 1284.628906 1727969947.3939
MEM 1284.628906 1727969947.4942
MEM 1284.628906 1727969947.5946
MEM 1284.628906 1727969947.6949
MEM 1284.628906 1727969947.7953
MEM 1284.628906 1727969947.8956
MEM 1284.628906 1727969947.9959
MEM 1284.628906 1727969948.0961
MEM 1284.628906 1727969948.1964
MEM 1284.628906 1727969948.2966
MEM 1284.628906 1727969948.3969
MEM 1284.628906 1727969948.4972
MEM 1284.628906 1727969948.5974
MEM 1284.628906 1727969948.6977
MEM 1284.628906 1727969948.7979
MEM 1284.628906 1727969948.8982
MEM 1284.628906 1727969948.9985
MEM 1284.628906 1727969949.0988
MEM 1284.628906 1727969949.1991
MEM 1284.628906 1727969949.2995
MEM 1284.628906 1727969949.3998
MEM 1284.628906 1727969949.5002
MEM 1284.628906 1727969949.6005
MEM 1284.628906 1727969949.7009
MEM 1284.628906 1727969949.8012
MEM 1284.628906 1727969949.9016
MEM 1284.628906 1727969950.0019
MEM 1284.628906 1727969950.1023
MEM 1284.628906 1727969950.2026
MEM 1284.664062 1727969950.3029
MEM 1284.664062 1727969950.4032
MEM 1284.664062 1727969950.5036
MEM 1284.664062 1727969950.6039
MEM 1284.664062 1727969950.7042
MEM 1284.664062 1727969950.8045
MEM 1284.664062 1727969950.9048
MEM 1284.664062 1727969951.0051
MEM 1284.664062 1727969951.1054
MEM 1284.664062 1727969951.2057
MEM 1284.664062 1727969951.3060
MEM 1284.664062 1727969951.4063
MEM 1284.664062 1727969951.5067
MEM 1284.664062 1727969951.6070
MEM 1284.664062 1727969951.7074
MEM 1284.664062 1727969951.8077
MEM 1284.664062 1727969951.9081
MEM 1284.664062 1727969952.0084
MEM 1284.664062 1727969952.1087
MEM 1284.664062 1727969952.2091
MEM 1284.664062 1727969952.3094
MEM 1284.664062 1727969952.4098
MEM 1284.664062 1727969952.5101
MEM 1284.664062 1727969952.6104
MEM 1284.664062 1727969952.7108
MEM 1284.664062 1727969952.8111
MEM 1284.664062 1727969952.9115
MEM 1284.664062 1727969953.0118
MEM 1284.664062 1727969953.1121
MEM 1284.664062 1727969953.2124
MEM 1284.664062 1727969953.3127
MEM 1284.664062 1727969953.4131
MEM 1284.664062 1727969953.5134
MEM 1284.664062 1727969953.6137
MEM 1284.664062 1727969953.7140
MEM 1284.664062 1727969953.8143
MEM 1284.664062 1727969953.9147
MEM 1284.664062 1727969954.0150
MEM 1284.664062 1727969954.1153
MEM 1284.664062 1727969954.2156
MEM 1284.664062 1727969954.3160
MEM 1284.664062 1727969954.4163
MEM 1284.664062 1727969954.5166
MEM 1284.664062 1727969954.6169
MEM 1284.664062 1727969954.7172
MEM 1284.664062 1727969954.8175
MEM 1284.664062 1727969954.9179
MEM 1284.664062 1727969955.0182
MEM 1284.664062 1727969955.1185
MEM 1284.664062 1727969955.2189
MEM 1284.664062 1727969955.3192
MEM 1284.664062 1727969955.4195
MEM 1284.664062 1727969955.5199
MEM 1284.664062 1727969955.6201
MEM 1284.664062 1727969955.7205
MEM 1284.664062 1727969955.8208
MEM 1284.664062 1727969955.9212
MEM 1284.664062 1727969956.0215
MEM 1284.664062 1727969956.1218
MEM 1284.664062 1727969956.2222
MEM 1284.664062 1727969956.3225
MEM 1284.664062 1727969956.4229
MEM 1284.664062 1727969956.5232
MEM 1284.664062 1727969956.6236
MEM 1284.664062 1727969956.7239
MEM 1284.664062 1727969956.8243
MEM 1284.664062 1727969956.9246
MEM 1284.664062 1727969957.0249
MEM 1284.664062 1727969957.1252
MEM 1284.664062 1727969957.2255
MEM 1284.664062 1727969957.3258
MEM 1284.664062 1727969957.4261
MEM 1284.664062 1727969957.5264
MEM 1284.664062 1727969957.6267
MEM 1284.664062 1727969957.7271
MEM 1284.664062 1727969957.8274
MEM 1284.664062 1727969957.9277
MEM 1284.664062 1727969958.0282
MEM 1284.664062 1727969958.1285
MEM 1284.664062 1727969958.2289
MEM 1284.664062 1727969958.3292
MEM 1284.664062 1727969958.4295
