,img_size_1,img_size_11,img_size_21,img_size_31,img_size_41,img_size_51,img_size_61,img_size_71,img_size_81,img_size_91,img_size_101,img_size_111,img_size_121,img_size_131,img_size_141,img_size_151,img_size_161
0,0.00027489662170410156,0.0003390312194824219,0.00029778480529785156,0.0003612041473388672,0.0005316734313964844,0.0008313655853271484,0.001271963119506836,0.0021271705627441406,0.0031006336212158203,0.004791736602783203,0.007417917251586914,0.009594917297363281,0.013789653778076172,0.020657777786254883,0.023519515991210938,0.034224510192871094,0.044843196868896484
1,0.00020623207092285156,0.0001881122589111328,0.00016736984252929688,0.000255584716796875,0.0005028247833251953,0.0008001327514648438,0.0012917518615722656,0.0021109580993652344,0.003069162368774414,0.006028890609741211,0.007379055023193359,0.009589672088623047,0.013736486434936523,0.02135300636291504,0.038483381271362305,0.03684830665588379,0.04540610313415527
2,0.0002040863037109375,0.00018095970153808594,0.0001628398895263672,0.0002696514129638672,0.0005133152008056641,0.0008082389831542969,0.0012710094451904297,0.00220489501953125,0.0030975341796875,0.005372285842895508,0.007387876510620117,0.009274959564208984,0.013702154159545898,0.020950794219970703,0.02347707748413086,0.036438703536987305,0.04475808143615723
3,0.0002009868621826172,0.00018167495727539062,0.0001575946807861328,0.00027561187744140625,0.0005166530609130859,0.0008082389831542969,0.0012898445129394531,0.002124309539794922,0.003110647201538086,0.00471949577331543,0.0074005126953125,0.009538650512695312,0.013745784759521484,0.02068471908569336,0.023712158203125,0.03495979309082031,0.045745849609375
4,0.00021696090698242188,0.00017714500427246094,0.00016689300537109375,0.0002732276916503906,0.00047850608825683594,0.0008094310760498047,0.0012698173522949219,0.0021245479583740234,0.0030815601348876953,0.004761695861816406,0.007380247116088867,0.009477376937866211,0.013814210891723633,0.020647764205932617,0.023716449737548828,0.035182952880859375,0.06408143043518066
5,0.0002014636993408203,0.00017905235290527344,0.0001983642578125,0.0002598762512207031,0.0005099773406982422,0.0008087158203125,0.0012912750244140625,0.0021157264709472656,0.0030591487884521484,0.005023002624511719,0.0074024200439453125,0.009527206420898438,0.013702869415283203,0.020686626434326172,0.023535728454589844,0.03473949432373047,0.04472613334655762
6,0.00020074844360351562,0.0001766681671142578,0.00016045570373535156,0.0002684593200683594,0.0005023479461669922,0.0008296966552734375,0.001285552978515625,0.002109050750732422,0.0030841827392578125,0.00475311279296875,0.007398366928100586,0.009457826614379883,0.013949394226074219,0.020863771438598633,0.02421712875366211,0.03493928909301758,0.04466867446899414
7,0.0002009868621826172,0.000179290771484375,0.00016021728515625,0.0002636909484863281,0.0005362033843994141,0.000812530517578125,0.0012869834899902344,0.0021066665649414062,0.0030841827392578125,0.005025625228881836,0.007412433624267578,0.00962519645690918,0.01383662223815918,0.020844221115112305,0.023590564727783203,0.0354611873626709,0.04511070251464844
8,0.00020074844360351562,0.00017762184143066406,0.00016260147094726562,0.00025916099548339844,0.0004889965057373047,0.0008001327514648438,0.0012865066528320312,0.002165079116821289,0.00323486328125,0.00494837760925293,0.007436037063598633,0.015407562255859375,0.013715982437133789,0.020741701126098633,0.0236661434173584,0.03479647636413574,0.045477867126464844
9,0.00020360946655273438,0.00017786026000976562,0.00016188621520996094,0.0002644062042236328,0.0005133152008056641,0.0008118152618408203,0.0012714862823486328,0.0021009445190429688,0.003057241439819336,0.004801034927368164,0.0073549747467041016,0.01022481918334961,0.01375126838684082,0.020711660385131836,0.023490428924560547,0.034864187240600586,0.04465293884277344
10,0.0002009868621826172,0.00020265579223632812,0.0001595020294189453,0.00028061866760253906,0.0005688667297363281,0.0007846355438232422,0.0012753009796142578,0.002123594284057617,0.0030798912048339844,0.004765510559082031,0.007948637008666992,0.010143280029296875,0.013824939727783203,0.021049022674560547,0.024103879928588867,0.03495979309082031,0.04468393325805664
11,0.0002009868621826172,0.000179290771484375,0.00015997886657714844,0.0002739429473876953,0.0005393028259277344,0.0007989406585693359,0.0012965202331542969,0.0021049976348876953,0.0030295848846435547,0.004792451858520508,0.0074536800384521484,0.009683609008789062,0.013756752014160156,0.020699501037597656,0.02350640296936035,0.03534531593322754,0.04483318328857422
12,0.00018262863159179688,0.00017571449279785156,0.0001609325408935547,0.0002741813659667969,0.0005097389221191406,0.0007784366607666016,0.0013725757598876953,0.002130746841430664,0.0030090808868408203,0.005609035491943359,0.007421731948852539,0.009699344635009766,0.013730764389038086,0.020798921585083008,0.023791790008544922,0.035886287689208984,0.048833608627319336
13,0.00018143653869628906,0.0001780986785888672,0.00016808509826660156,0.0002682209014892578,0.0005400180816650391,0.0007910728454589844,0.0012421607971191406,0.0021080970764160156,0.003019094467163086,0.004869937896728516,0.0074350833892822266,0.009682178497314453,0.01393890380859375,0.020685195922851562,0.023505210876464844,0.036881208419799805,0.04456830024719238
14,0.0002033710479736328,0.00017714500427246094,0.00016689300537109375,0.0002646446228027344,0.0004992485046386719,0.0007812976837158203,0.0013775825500488281,0.0021305084228515625,0.0030345916748046875,0.0048580169677734375,0.0074329376220703125,0.00975346565246582,0.013866662979125977,0.020754337310791016,0.023991823196411133,0.03505396842956543,0.04464364051818848
