,oversampling_ratio,repeat0,repeat1,repeat2,repeat3,repeat4,repeat5,repeat6,repeat7,repeat8,repeat9
0,2.0284665,0.3271952271461487,0.1168583407998085,0.11570985615253448,0.2536444067955017,0.20846079289913177,0.13714754581451416,0.06772083044052124,0.27841439843177795,0.37984612584114075,0.1884056180715561
1,2.0864198,0.3115593492984772,0.24778658151626587,0.2866881191730499,0.2922981381416321,0.37494710087776184,0.34358468651771545,0.24515485763549805,0.29076749086380005,0.23887404799461365,0.3303985297679901
