img_size_8,img_size_16,img_size_32,img_size_64,img_size_96,img_size_128,img_size_160,img_size_192,img_size_224,img_size_240,img_size_256,img_size_384,img_size_512,img_size_1024,img_size_2048,img_size_4096
0.002087831497192383,0.0004551410675048828,0.0003955364227294922,0.0008435249328613281,0.0006697177886962891,0.0008440017700195312,0.0014781951904296875,0.0031685829162597656,0.0036652088165283203,0.003961801528930664,0.0041484832763671875,0.004279136657714844,0.0039196014404296875,0.004874706268310547,0.01586461067199707,0.12485766410827637
0.0003368854522705078,0.0003235340118408203,0.0003459453582763672,0.0007832050323486328,0.0005140304565429688,0.0006239414215087891,0.0010826587677001953,0.003064870834350586,0.0032787322998046875,0.0033364295959472656,0.0033745765686035156,0.0035784244537353516,0.0037446022033691406,0.004747152328491211,0.015212059020996094,0.12355446815490723
0.00029206275939941406,0.0003299713134765625,0.0003418922424316406,0.0006392002105712891,0.00048542022705078125,0.0008599758148193359,0.0008549690246582031,0.0030024051666259766,0.0033409595489501953,0.0033414363861083984,0.0033333301544189453,0.0036482810974121094,0.003734111785888672,0.0040493011474609375,0.015183687210083008,0.12332797050476074
0.00026535987854003906,0.00033545494079589844,0.0003497600555419922,0.0006191730499267578,0.0004761219024658203,0.0006499290466308594,0.0008544921875,0.0029878616333007812,0.0034377574920654297,0.0032601356506347656,0.003361940383911133,0.0036742687225341797,0.0037550926208496094,0.0039861202239990234,0.02550816535949707,0.12452054023742676
0.0002636909484863281,0.00032973289489746094,0.0003440380096435547,0.0004937648773193359,0.0004830360412597656,0.0006148815155029297,0.0008454322814941406,0.0031163692474365234,0.003345966339111328,0.003275156021118164,0.003407716751098633,0.0036644935607910156,0.0036041736602783203,0.003937244415283203,0.0343317985534668,0.12500834465026855
0.0002732276916503906,0.00032591819763183594,0.00034356117248535156,0.00047969818115234375,0.00047898292541503906,0.0006215572357177734,0.0008561611175537109,0.003161191940307617,0.003393888473510742,0.003276348114013672,0.003396749496459961,0.003648042678833008,0.0041158199310302734,0.003948688507080078,0.033866167068481445,0.12514352798461914
0.00042319297790527344,0.00031566619873046875,0.00035691261291503906,0.0005078315734863281,0.0004813671112060547,0.0006272792816162109,0.0008654594421386719,0.0030362606048583984,0.0033562183380126953,0.0032720565795898438,0.0033309459686279297,0.0036449432373046875,0.004166126251220703,0.003893136978149414,0.03221869468688965,0.1430509090423584
0.0002655982971191406,0.0003154277801513672,0.00035262107849121094,0.00046563148498535156,0.0005011558532714844,0.0006487369537353516,0.0008525848388671875,0.002956867218017578,0.0032973289489746094,0.003294706344604492,0.003254413604736328,0.0038170814514160156,0.0042266845703125,0.004041910171508789,0.03294634819030762,0.08016562461853027
0.000247955322265625,0.00031065940856933594,0.00039958953857421875,0.0004837512969970703,0.0004782676696777344,0.0006425380706787109,0.0008547306060791016,0.0030040740966796875,0.0032927989959716797,0.0032570362091064453,0.0033028125762939453,0.0038454532623291016,0.004043102264404297,0.003949165344238281,0.012931585311889648,0.05306124687194824
0.00024509429931640625,0.0003254413604736328,0.0003991127014160156,0.0005044937133789062,0.0004987716674804688,0.0006635189056396484,0.000858306884765625,0.0030715465545654297,0.0032858848571777344,0.003199338912963867,0.0032608509063720703,0.0037994384765625,0.004118442535400391,0.0033416748046875,0.015161752700805664,0.07900357246398926
0.0002503395080566406,0.0003044605255126953,0.0003986358642578125,0.0004229545593261719,0.0005047321319580078,0.000621795654296875,0.0008437633514404297,0.0030601024627685547,0.0032804012298583984,0.003255605697631836,0.0032842159271240234,0.0038001537322998047,0.003658294677734375,0.003282308578491211,0.01574850082397461,0.08442521095275879
0.0002410411834716797,0.00029206275939941406,0.00042247772216796875,0.0004229545593261719,0.00048732757568359375,0.0006434917449951172,0.0008492469787597656,0.0029904842376708984,0.0032625198364257812,0.0032987594604492188,0.0033426284790039062,0.003746509552001953,0.003551006317138672,0.0030972957611083984,0.015771865844726562,0.07803678512573242
0.00024271011352539062,0.0002899169921875,0.0003719329833984375,0.0004074573516845703,0.0004730224609375,0.0006229877471923828,0.0008420944213867188,0.0030753612518310547,0.0031921863555908203,0.003238677978515625,0.0033948421478271484,0.003471851348876953,0.0036122798919677734,0.002986431121826172,0.01546788215637207,0.05801129341125488
0.0002422332763671875,0.0002942085266113281,0.0003116130828857422,0.0003986358642578125,0.0004773139953613281,0.0006341934204101562,0.0008504390716552734,0.0029859542846679688,0.003175020217895508,0.003131389617919922,0.003227710723876953,0.0034606456756591797,0.003647327423095703,0.0030221939086914062,0.025751590728759766,0.07733464241027832
0.0002422332763671875,0.0002703666687011719,0.0003147125244140625,0.0005028247833251953,0.0004868507385253906,0.0006227493286132812,0.0008535385131835938,0.003019094467163086,0.003283977508544922,0.0032427310943603516,0.0032317638397216797,0.003467082977294922,0.0036444664001464844,0.003018617630004883,0.0337677001953125,0.056745052337646484
0.00024080276489257812,0.0002593994140625,0.0003132820129394531,0.0005125999450683594,0.0004911422729492188,0.0006463527679443359,0.0008554458618164062,0.0030214786529541016,0.003408193588256836,0.0032134056091308594,0.0032470226287841797,0.0033419132232666016,0.0036911964416503906,0.0030858516693115234,0.03220248222351074,0.07797574996948242
0.0002617835998535156,0.0002605915069580078,0.0003209114074707031,0.0005066394805908203,0.00048089027404785156,0.0006303787231445312,0.0008537769317626953,0.0030808448791503906,0.003414154052734375,0.0031375885009765625,0.003365755081176758,0.0034437179565429688,0.003613710403442383,0.003080606460571289,0.03241133689880371,0.05491352081298828
0.0002453327178955078,0.0002422332763671875,0.000316619873046875,0.0004131793975830078,0.0004968643188476562,0.0006515979766845703,0.0008556842803955078,0.003103494644165039,0.0032291412353515625,0.003126859664916992,0.003260374069213867,0.003397226333618164,0.0035347938537597656,0.0029478073120117188,0.032628774642944336,0.07703661918640137
0.0002429485321044922,0.00024199485778808594,0.0002903938293457031,0.0003979206085205078,0.0005033016204833984,0.0006151199340820312,0.0009586811065673828,0.0031096935272216797,0.0032911300659179688,0.003240346908569336,0.003357410430908203,0.003360271453857422,0.004170417785644531,0.0033636093139648438,0.03290581703186035,0.05343198776245117
0.00027751922607421875,0.0002410411834716797,0.0003161430358886719,0.0004646778106689453,0.00048804283142089844,0.0006384849548339844,0.0009572505950927734,0.003075122833251953,0.0032100677490234375,0.003239154815673828,0.0033583641052246094,0.003496408462524414,0.003723621368408203,0.003373861312866211,0.03248143196105957,0.0754554271697998
0.00023865699768066406,0.0002415180206298828,0.0002677440643310547,0.0004379749298095703,0.0004940032958984375,0.0007176399230957031,0.0009415149688720703,0.003079652786254883,0.0031561851501464844,0.0032949447631835938,0.003263711929321289,0.0033426284790039062,0.0040740966796875,0.003317117691040039,0.031761884689331055,0.054425716400146484
0.00022339820861816406,0.0002715587615966797,0.00027179718017578125,0.0004146099090576172,0.0004837512969970703,0.0007414817810058594,0.0009732246398925781,0.0030279159545898438,0.0031599998474121094,0.0033111572265625,0.0032854080200195312,0.0034012794494628906,0.004099845886230469,0.003345966339111328,0.03230428695678711,0.07793545722961426
0.0002231597900390625,0.00022912025451660156,0.0002739429473876953,0.0004050731658935547,0.0004820823669433594,0.0006940364837646484,0.0008568763732910156,0.0030431747436523438,0.0031800270080566406,0.0032384395599365234,0.0033135414123535156,0.0037081241607666016,0.004012107849121094,0.003328084945678711,0.012869834899902344,0.054242610931396484
0.00022268295288085938,0.0002281665802001953,0.0002505779266357422,0.00041413307189941406,0.0004940032958984375,0.0006361007690429688,0.0008456707000732422,0.0030541419982910156,0.0031871795654296875,0.003284931182861328,0.0032901763916015625,0.003629922866821289,0.004055500030517578,0.003146648406982422,0.014943122863769531,0.07583355903625488
0.0003066062927246094,0.0002269744873046875,0.00023865699768066406,0.00041365623474121094,0.0005564689636230469,0.0006699562072753906,0.0008449554443359375,0.002980470657348633,0.0031778812408447266,0.003247976303100586,0.003387451171875,0.003709554672241211,0.004904031753540039,0.0028150081634521484,0.015354633331298828,0.053203582763671875
0.00021648406982421875,0.0002307891845703125,0.00023317337036132812,0.0004062652587890625,0.0005140304565429688,0.0006406307220458984,0.0008347034454345703,0.0029227733612060547,0.0032205581665039062,0.003254413604736328,0.003467082977294922,0.003745555877685547,0.003802061080932617,0.003090381622314453,0.015381813049316406,0.07609987258911133
0.00021076202392578125,0.00023102760314941406,0.0005540847778320312,0.0003800392150878906,0.0005095005035400391,0.0006339550018310547,0.0008573532104492188,0.0028891563415527344,0.0032372474670410156,0.0031921863555908203,0.0033445358276367188,0.003364086151123047,0.004301309585571289,0.002636432647705078,0.015143632888793945,0.05445408821105957
0.00020360946655273438,0.0002181529998779297,0.000232696533203125,0.00038909912109375,0.00048542022705078125,0.0006263256072998047,0.0008645057678222656,0.0030050277709960938,0.0030930042266845703,0.0031538009643554688,0.0033919811248779297,0.0032958984375,0.004769802093505859,0.002615690231323242,0.02761054039001465,0.07562804222106934
0.00019860267639160156,0.000240325927734375,0.0002295970916748047,0.000396728515625,0.0004863739013671875,0.0006382465362548828,0.0008554458618164062,0.002998828887939453,0.0031614303588867188,0.0032176971435546875,0.007348299026489258,0.0034589767456054688,0.007865667343139648,0.0027091503143310547,0.03493237495422363,0.055585384368896484
0.00019812583923339844,0.00021386146545410156,0.0002315044403076172,0.00037479400634765625,0.0005135536193847656,0.0006392002105712891,0.0008418560028076172,0.0029587745666503906,0.0031630992889404297,0.0032796859741210938,0.0035247802734375,0.003414630889892578,0.004477500915527344,0.00260162353515625,0.03284168243408203,0.07609057426452637
0.00018906593322753906,0.0002105236053466797,0.00023174285888671875,0.0003905296325683594,0.0004825592041015625,0.0006327629089355469,0.0008409023284912109,0.0029845237731933594,0.0031790733337402344,0.003217935562133789,0.0034596920013427734,0.0033435821533203125,0.004065990447998047,0.0029687881469726562,0.03287982940673828,0.05324959754943848
0.00018906593322753906,0.0002124309539794922,0.0002353191375732422,0.0003762245178222656,0.0005180835723876953,0.0006330013275146484,0.0008642673492431641,0.003008127212524414,0.003098011016845703,0.0032072067260742188,0.003385305404663086,0.0034837722778320312,0.00421142578125,0.002972126007080078,0.03286409378051758,0.0756075382232666
