img_size_8,img_size_16,img_size_32,img_size_64,img_size_96,img_size_128,img_size_160,img_size_192,img_size_224,img_size_240
0.4514632225036621,0.0005011558532714844,0.0006382465362548828,0.0005397796630859375,0.0010461807250976562,0.0034308433532714844,0.007871627807617188,0.01620173454284668,0.029025554656982422,0.031205415725708008
0.00025200843811035156,0.0004668235778808594,0.0004658699035644531,0.00038552284240722656,0.0011997222900390625,0.003329753875732422,0.007773399353027344,0.016022205352783203,0.023464202880859375,0.031089067459106445
0.00017905235290527344,0.0004596710205078125,0.0004622936248779297,0.0003669261932373047,0.001195669174194336,0.003242969512939453,0.007803440093994141,0.016826391220092773,0.023489952087402344,0.031041860580444336
0.00016951560974121094,0.0004591941833496094,0.00045299530029296875,0.0003638267517089844,0.0012080669403076172,0.003245830535888672,0.007780313491821289,0.016126155853271484,0.023476839065551758,0.031130075454711914
0.00016808509826660156,0.0004589557647705078,0.0004508495330810547,0.00036406517028808594,0.0011677742004394531,0.00334930419921875,0.0078089237213134766,0.01598525047302246,0.02358245849609375,0.031191349029541016
0.0001647472381591797,0.0004496574401855469,0.0004661083221435547,0.0003654956817626953,0.0011477470397949219,0.003400564193725586,0.007702350616455078,0.016195297241210938,0.023595333099365234,0.03103947639465332
0.0001652240753173828,0.0004851818084716797,0.0004508495330810547,0.00044536590576171875,0.0011305809020996094,0.0034186840057373047,0.007688760757446289,0.01601099967956543,0.02349257469177246,0.03112649917602539
0.00016546249389648438,0.00045108795166015625,0.00044989585876464844,0.0003647804260253906,0.001131296157836914,0.003387451171875,0.007667064666748047,0.01612710952758789,0.023609399795532227,0.031134843826293945
0.00016307830810546875,0.0004513263702392578,0.0004506111145019531,0.0003647804260253906,0.0011322498321533203,0.00333404541015625,0.007671833038330078,0.01600956916809082,0.023464202880859375,0.031084060668945312
0.0001652240753173828,0.00041031837463378906,0.0004947185516357422,0.000362396240234375,0.0011162757873535156,0.0034019947052001953,0.007657766342163086,0.0161592960357666,0.0235140323638916,0.03101181983947754
0.0001647472381591797,0.00041222572326660156,0.00044655799865722656,0.00036072731018066406,0.0011067390441894531,0.003404378890991211,0.0078084468841552734,0.016026020050048828,0.02346491813659668,0.031032323837280273
0.00016379356384277344,0.00042510032653808594,0.00045013427734375,0.0003638267517089844,0.0011131763458251953,0.003394603729248047,0.007802009582519531,0.016048669815063477,0.02353978157043457,0.030975818634033203
0.00016498565673828125,0.00038051605224609375,0.0004138946533203125,0.0003497600555419922,0.001108407974243164,0.0033538341522216797,0.007760047912597656,0.015980005264282227,0.023476123809814453,0.031124114990234375
0.00016498565673828125,0.000377655029296875,0.0004100799560546875,0.0003523826599121094,0.0010993480682373047,0.003314971923828125,0.007835626602172852,0.016062021255493164,0.02359604835510254,0.031090974807739258
0.000164031982421875,0.00037670135498046875,0.0004017353057861328,0.0003478527069091797,0.0011034011840820312,0.003397226333618164,0.007771968841552734,0.01600956916809082,0.023504257202148438,0.03103947639465332
0.00016450881958007812,0.0003521442413330078,0.0003883838653564453,0.0003490447998046875,0.0011162757873535156,0.0033948421478271484,0.007815837860107422,0.016067028045654297,0.02346014976501465,0.031151294708251953
0.00016427040100097656,0.0003533363342285156,0.00037932395935058594,0.0003476142883300781,0.001104116439819336,0.0034003257751464844,0.0077664852142333984,0.016043901443481445,0.023453474044799805,0.031119346618652344
0.000164031982421875,0.0003285408020019531,0.00038886070251464844,0.0003476142883300781,0.001096963882446289,0.003389596939086914,0.0078067779541015625,0.016091585159301758,0.023501873016357422,0.031084775924682617
0.0001647472381591797,0.0003299713134765625,0.0003771781921386719,0.0003457069396972656,0.0010983943939208984,0.003389120101928711,0.007756471633911133,0.01602911949157715,0.02357172966003418,0.030975341796875
0.0001666545867919922,0.0003275871276855469,0.0003764629364013672,0.0003452301025390625,0.0010914802551269531,0.0034220218658447266,0.00780177116394043,0.016100406646728516,0.023674964904785156,0.03112506866455078
0.00017189979553222656,0.00033164024353027344,0.00037932395935058594,0.0003504753112792969,0.0010919570922851562,0.0034155845642089844,0.0077724456787109375,0.016024112701416016,0.0235745906829834,0.031067848205566406
0.00016379356384277344,0.000308990478515625,0.0003781318664550781,0.0003478527069091797,0.0011141300201416016,0.0033714771270751953,0.007684946060180664,0.0162050724029541,0.023546934127807617,0.031009435653686523
0.00016450881958007812,0.0003123283386230469,0.00041985511779785156,0.0003452301025390625,0.0010967254638671875,0.0034036636352539062,0.007818222045898438,0.0160214900970459,0.023482322692871094,0.031081676483154297
0.00017547607421875,0.0003254413604736328,0.0003769397735595703,0.0003399848937988281,0.0010907649993896484,0.0034072399139404297,0.007729053497314453,0.01606583595275879,0.023476362228393555,0.031131744384765625
0.00016379356384277344,0.0002970695495605469,0.000377655029296875,0.00034236907958984375,0.0010943412780761719,0.003389596939086914,0.007920265197753906,0.01600480079650879,0.0234529972076416,0.03101325035095215
