img_size_8,img_size_16,img_size_32,img_size_64,img_size_96,img_size_128,img_size_160,img_size_192,img_size_224,img_size_240
0.0006215572357177734,0.0005996227264404297,0.0004742145538330078,0.0005986690521240234,0.0006043910980224609,0.0006144046783447266,0.0006163120269775391,0.0005910396575927734,0.0003974437713623047,0.000667572021484375
0.0005846023559570312,0.0006258487701416016,0.0004527568817138672,0.0005776882171630859,0.0005884170532226562,0.0005769729614257812,0.0005736351013183594,0.0005445480346679688,0.0003948211669921875,0.0006361007690429688
0.0005843639373779297,0.0005671977996826172,0.0004417896270751953,0.0005681514739990234,0.0005724430084228516,0.0005698204040527344,0.0005712509155273438,0.0005769729614257812,0.0003643035888671875,0.0006322860717773438
0.0005793571472167969,0.0005681514739990234,0.0004451274871826172,0.0005757808685302734,0.0005671977996826172,0.0005707740783691406,0.0005712509155273438,0.0005283355712890625,0.0003616809844970703,0.0006263256072998047
0.0005767345428466797,0.0005633831024169922,0.0004451274871826172,0.0005617141723632812,0.0005674362182617188,0.0005674362182617188,0.0005655288696289062,0.0005307197570800781,0.00036025047302246094,0.00057220458984375
0.0005972385406494141,0.0005652904510498047,0.0004398822784423828,0.0005669593811035156,0.0005693435668945312,0.0005869865417480469,0.0005862712860107422,0.0005602836608886719,0.0003619194030761719,0.0005714893341064453
0.00052642822265625,0.000591278076171875,0.00044035911560058594,0.0005633831024169922,0.0005745887756347656,0.0005164146423339844,0.0005638599395751953,0.0005311965942382812,0.0006225109100341797,0.0005872249603271484
0.0005638599395751953,0.0005707740783691406,0.0004715919494628906,0.0005691051483154297,0.0005712509155273438,0.0005176067352294922,0.0005638599395751953,0.0004968643188476562,0.00034928321838378906,0.0005292892456054688
0.0004858970642089844,0.0005671977996826172,0.0004401206970214844,0.0005393028259277344,0.0006148815155029297,0.0004780292510986328,0.0005166530609130859,0.0005078315734863281,0.0003368854522705078,0.00047326087951660156
0.0005037784576416016,0.0005211830139160156,0.00043892860412597656,0.0005154609680175781,0.000514984130859375,0.00047659873962402344,0.0005145072937011719,0.00047850608825683594,0.0003266334533691406,0.00044465065002441406
0.0004487037658691406,0.0005166530609130859,0.0004801750183105469,0.0005128383636474609,0.0005195140838623047,0.0004754066467285156,0.0005404949188232422,0.0004410743713378906,0.00032711029052734375,0.0004410743713378906
0.00044989585876464844,0.0005159378051757812,0.0004432201385498047,0.00047516822814941406,0.0005042552947998047,0.0004436969757080078,0.00046944618225097656,0.00046634674072265625,0.0003294944763183594,0.00043964385986328125
0.0004227161407470703,0.0004711151123046875,0.00043892860412597656,0.00047278404235839844,0.0004715919494628906,0.0004436969757080078,0.00047326087951660156,0.0004658699035644531,0.0003249645233154297,0.0004413127899169922
0.00042247772216796875,0.00047516822814941406,0.0004525184631347656,0.00047659873962402344,0.0005877017974853516,0.0004425048828125,0.0004916191101074219,0.00041174888610839844,0.0003275871276855469,0.00043845176696777344
0.00039649009704589844,0.000446319580078125,0.00043964385986328125,0.000438690185546875,0.00045108795166015625,0.00041365623474121094,0.0004394054412841797,0.0004394054412841797,0.0003256797790527344,0.0004410743713378906
0.00039458274841308594,0.00043964385986328125,0.0004379749298095703,0.00044155120849609375,0.00044345855712890625,0.00041365623474121094,0.0004401206970214844,0.0004417896270751953,0.00032448768615722656,0.00044226646423339844
0.0003731250762939453,0.0004391670227050781,0.0004343986511230469,0.0004394054412841797,0.0004394054412841797,0.0004093647003173828,0.00046563148498535156,0.0003867149353027344,0.0003247261047363281,0.00043773651123046875
0.00037288665771484375,0.0004603862762451172,0.0004093647003173828,0.0004143714904785156,0.0005853176116943359,0.00043582916259765625,0.0004086494445800781,0.0004093647003173828,0.0003268718719482422,0.0004401206970214844
